TRAMO_ID,ANYO,PROVINCIA,VIA_NORM,TIPO_VIA,PK_INICIO,PK_FIN,LONGITUD,IMD_TOTAL,IMD_LIG,IMD_PES,VEH_KM,N_ACC,HUBO_ACCIDENTE,TASA_100M
15420,2019,Cuenca,A-43,Autopista libre y autovía,143.164,146.93,3.766,9627.0,6984.0,2643.0,13233177.9,0,0,0.0
15421,2019,Cuenca,A-43,Autopista libre y autovía,146.93,149.27,2.34,9627.0,6984.0,2643.0,8222420.7,0,0,0.0
15422,2019,Cuenca,A-43,Autopista libre y autovía,149.27,154.87,5.6,9627.0,6984.0,2643.0,19677588.0,0,0,0.0
15423,2019,Cuenca,A-43,Autopista libre y autovía,154.87,162.0,7.13,9627.0,6984.0,2643.0,25053786.2,0,0,0.0
15424,2019,Cuenca,A-43,Autopista libre y autovía,162.0,173.13,11.13,9627.0,6984.0,2643.0,39109206.2,2,1,5.113885
15425,2019,Cuenca,A-43,Autopista libre y autovía,173.13,175.11,1.98,9627.0,6984.0,2643.0,6957432.9,0,0,0.0
15426,2019,Jaén,A-44,Autopista libre y autovía,0.0,3.11,3.11,22864.0,18840.0,4024.0,25954069.6,3,1,11.558881
15427,2019,Jaén,A-44,Autopista libre y autovía,3.11,12.57,9.46,20316.0,16445.0,3871.0,70149116.4,5,1,7.127674
15428,2019,Jaén,A-44,Autopista libre y autovía,12.57,18.42,5.85,23957.0,19829.0,4128.0,51154184.2,1,1,1.954874
15429,2019,Jaén,A-44,Autopista libre y autovía,18.42,26.22,7.8,24914.0,20527.0,4387.0,70930158.0,5,1,7.049188
15430,2019,Jaén,A-44,Autopista libre y autovía,26.22,36.86,10.64,26764.0,22888.0,3876.0,103940670.4,7,1,6.734611
15431,2019,Jaén,A-44,Autopista libre y autovía,36.86,41.39,4.53,26764.0,22888.0,3876.0,44252935.8,4,1,9.038948
15432,2019,Jaén,A-44,Autopista libre y autovía,41.39,46.76,5.37,22180.0,18944.0,3236.0,43473909.0,0,0,0.0
15433,2019,Jaén,A-44,Autopista libre y autovía,46.76,50.78,4.02,24344.0,20907.0,3437.0,35719951.2,2,1,5.599112
15434,2019,Jaén,A-44,Autopista libre y autovía,50.78,63.77,12.99,22968.0,19391.0,3577.0,108899326.8,3,1,2.754838
15435,2019,Jaén,A-44,Autopista libre y autovía,63.77,77.88,14.11,21817.0,18254.0,3563.0,112360822.6,4,1,3.55996
15436,2019,Granada,A-44,Autopista libre y autovía,77.88,79.97,2.09,22391.0,19001.0,3390.0,17080974.3,0,0,0.0
15437,2019,Granada,A-44,Autopista libre y autovía,79.97,88.79,8.82,25093.0,21578.0,3515.0,80781894.9,2,1,2.475802
15438,2019,Granada,A-44,Autopista libre y autovía,88.79,99.04,10.25,25093.0,21578.0,3515.0,93879186.2,5,1,5.325994
15439,2019,Granada,A-44,Autopista libre y autovía,99.04,107.86,8.82,24021.0,20853.0,3168.0,77330805.3,4,1,5.172583
15440,2019,Granada,A-44,Autopista libre y autovía,107.86,115.2,7.34,28161.0,24991.0,3170.0,75446135.1,2,1,2.650898
15441,2019,Granada,A-44,Autopista libre y autovía,115.2,119.464,4.264,1115.0,887.0,228.0,1735341.4,2,1,115.251097
15442,2019,Granada,A-44,Autopista libre y autovía,119.464,122.562,3.098,5243.0,4416.0,827.0,5928627.1,0,0,0.0
15443,2019,Granada,A-44,Autopista libre y autovía,142.158,143.93,1.772,39346.0,36828.0,2518.0,25448205.9,2,1,7.8591
15444,2019,Granada,A-44,Autopista libre y autovía,143.93,152.71,8.78,31174.0,29259.0,1915.0,99903317.8,6,1,6.005807
15445,2019,Granada,A-44,Autopista libre y autovía,152.71,157.16,4.45,29341.0,27526.0,1815.0,47657119.3,1,1,2.098322
15446,2019,Granada,A-44,Autopista libre y autovía,157.16,159.41,2.25,28086.0,26319.0,1767.0,23065627.5,2,1,8.670911
15447,2019,Granada,A-44,Autopista libre y autovía,159.41,164.18,4.77,26662.0,24522.0,2140.0,46419875.1,4,1,8.616999
15448,2019,Granada,A-44,Autopista libre y autovía,164.18,166.17,1.99,25085.0,23601.0,1484.0,18220489.8,1,1,5.488327
15449,2019,Granada,A-44,Autopista libre y autovía,166.17,175.88,9.71,25085.0,23601.0,1484.0,88905002.8,3,1,3.374388
15450,2019,Granada,A-44,Autopista libre y autovía,175.88,183.98,8.1,24787.0,23196.0,1591.0,73282765.5,2,1,2.729155
15451,2019,Granada,A-44A,Autopista libre y autovía,115.2,116.89,1.69,53099.0,50410.0,2689.0,32754118.2,0,0,0.0
15452,2019,Granada,A-44A,Autopista libre y autovía,116.89,118.69,1.8,53099.0,50410.0,2689.0,34886043.0,2,1,5.732952
15453,2019,Granada,A-44A,Autopista libre y autovía,118.69,120.67,1.98,53099.0,50410.0,2689.0,38374647.3,7,1,18.24121
15454,2019,Granada,A-44A,Autopista libre y autovía,120.67,123.22,2.55,85387.0,74670.0,10717.0,79473950.2,23,1,28.9403
15455,2019,Granada,A-44A,Autopista libre y autovía,123.22,124.52,1.3,103925.0,99565.0,4360.0,49312412.5,8,1,16.223096
15456,2019,Granada,A-44A,Autopista libre y autovía,124.52,130.77,6.25,141676.0,137615.0,4061.0,323198375.0,8,1,2.47526
15457,2019,Granada,A-44A,Autopista libre y autovía,130.77,132.1,1.33,109545.0,105582.0,3963.0,53178620.2,1,1,1.880455
15458,2019,Granada,A-44A,Autopista libre y autovía,132.1,138.65,6.55,35046.0,32696.0,2350.0,83786224.5,1,1,1.193514
15459,2019,Granada,A-44A,Autopista libre y autovía,138.65,139.67,1.02,39346.0,36828.0,2518.0,14648515.8,0,0,0.0
15460,2019,Granada,A-44A,Autopista libre y autovía,139.67,142.158,2.488,39346.0,36828.0,2518.0,35730889.5,0,0,0.0
15461,2019,Córdoba,A-45,Autopista libre y autovía,0.0,15.89,15.89,24183.0,21992.0,2191.0,140257772.6,5,1,3.564865
15462,2019,Córdoba,A-45,Autopista libre y autovía,15.89,26.94,11.05,20139.0,18149.0,1990.0,81225621.8,3,1,3.693416
15463,2019,Córdoba,A-45,Autopista libre y autovía,26.94,36.85,9.91,18339.0,16161.0,2178.0,66334913.8,3,1,4.522505
15464,2019,Córdoba,A-45,Autopista libre y autovía,36.85,40.4,3.55,20954.0,18624.0,2330.0,27151145.5,1,1,3.683086
15465,2019,Córdoba,A-45,Autopista libre y autovía,40.4,48.54,8.14,16780.0,15011.0,1769.0,49855058.0,2,1,4.011629
15466,2019,Córdoba,A-45,Autopista libre y autovía,48.54,55.54,7.0,16301.0,14711.0,1590.0,41649055.0,3,1,7.203045
15467,2019,Córdoba,A-45,Autopista libre y autovía,55.54,63.47,7.93,16448.0,14478.0,1970.0,47607913.6,3,1,6.301473
15468,2019,Córdoba,A-45,Autopista libre y autovía,63.47,71.28,7.81,16448.0,14478.0,1970.0,46887491.2,0,0,0.0
15469,2019,Córdoba,A-45,Autopista libre y autovía,71.28,75.247,3.967,15644.0,13809.0,1835.0,22651808.0,1,1,4.414659
15470,2019,Córdoba,A-45,Autopista libre y autovía,75.247,81.28,6.033,15959.0,14127.0,1832.0,35142436.2,1,1,2.845563
15471,2019,Málaga,A-45,Autopista libre y autovía,81.28,86.87,5.59,16051.0,14112.0,1939.0,32749657.8,0,0,0.0
15472,2019,Málaga,A-45,Autopista libre y autovía,86.87,92.87,6.0,18051.0,15600.0,2451.0,39531690.0,1,1,2.529616
15473,2019,Málaga,A-45,Autopista libre y autovía,92.87,98.54,5.67,14759.0,13055.0,1704.0,30544488.4,3,1,9.821739
15474,2019,Málaga,A-45,Autopista libre y autovía,98.54,101.54,3.0,25918.0,22971.0,2947.0,28380210.0,1,1,3.523582
15475,2019,Málaga,A-45,Autopista libre y autovía,101.54,107.21,5.67,31233.0,27697.0,3536.0,64638255.2,4,1,6.188286
15476,2019,Málaga,A-45,Autopista libre y autovía,107.21,114.18,6.97,31233.0,27697.0,3536.0,79458313.6,2,1,2.517043
15477,2019,Málaga,A-45,Autopista libre y autovía,114.18,122.4,8.22,34355.0,29524.0,4831.0,103075306.5,1,1,0.970164
15478,2019,Málaga,A-45,Autopista libre y autovía,122.4,140.15,17.75,38890.0,33884.0,5006.0,251958587.5,9,1,3.572016
15479,2019,Málaga,A-45,Autopista libre y autovía,140.15,142.13,1.98,43928.0,39981.0,3947.0,31746765.6,3,1,9.449782
15480,2019,Málaga,A-45,Multicarril,142.13,142.58,0.45,9245.0,8869.0,376.0,1518491.2,0,0,0.0
15481,2019,Cádiz,A-48,Autopista libre y autovía,0.0,3.14,3.14,70082.0,66939.0,3143.0,80320980.2,4,1,4.980019
15482,2019,Cádiz,A-48,Autopista libre y autovía,3.14,7.77,4.63,42584.0,40702.0,1882.0,71964830.8,7,1,9.726973
15483,2019,Cádiz,A-48,Autopista libre y autovía,7.77,9.73,1.96,34678.0,33105.0,1573.0,24808641.2,2,1,8.061707
15484,2019,Cádiz,A-48,Autopista libre y autovía,9.73,15.33,5.6,24358.0,23147.0,1211.0,49787752.0,0,0,0.0
15485,2019,Cádiz,A-48,Autopista libre y autovía,15.33,30.0,14.67,16689.0,15899.0,790.0,89362085.0,1,1,1.119043
15486,2019,Cádiz,A-48,Autopista libre y autovía,30.0,36.36,6.36,11773.0,11271.0,502.0,27329842.2,1,1,3.659004
15487,2019,Sevilla,A-49,Autopista libre y autovía,0.0,0.26,0.26,122014.0,115210.0,6804.0,11579128.6,4,1,34.544914
15488,2019,Sevilla,A-49,Autopista libre y autovía,0.26,0.95,0.69,122014.0,115210.0,6804.0,30729225.9,15,1,48.813465
15489,2019,Sevilla,A-49,Autopista libre y autovía,0.95,2.1,1.15,114826.0,108636.0,6190.0,48198213.5,11,1,22.822423
15490,2019,Sevilla,A-49,Autopista libre y autovía,2.1,3.5300000000000002,1.43,114826.0,108636.0,6190.0,59933430.7,8,1,13.348143
15491,2019,Sevilla,A-49,Autopista libre y autovía,3.5300000000000002,5.51,1.98,99223.0,92526.0,6697.0,71708462.1,7,1,9.761749
15492,2019,Sevilla,A-49,Autopista libre y autovía,5.51,6.627,1.117,79076.0,74011.0,5065.0,32239680.6,1,1,3.101768
15493,2019,Sevilla,A-49,Autopista libre y autovía,6.627,11.17,4.543,79454.0,72963.0,6491.0,131750225.5,6,1,4.554072
15494,2019,Sevilla,A-49,Autopista libre y autovía,11.17,16.43,5.26,59979.0,54893.0,5086.0,115153682.1,8,1,6.947238
15495,2019,Sevilla,A-49,Autopista libre y autovía,16.43,31.55,15.12,42389.0,37965.0,4424.0,233936413.2,13,1,5.557066
15496,2019,Huelva,A-49,Autopista libre y autovía,31.55,33.84,2.29,38163.0,33946.0,4217.0,31898543.6,1,1,3.134939
15497,2019,Huelva,A-49,Autopista libre y autovía,33.84,47.64,13.8,36851.0,32881.0,3970.0,185618487.0,4,1,2.154958
15498,2019,Huelva,A-49,Autopista libre y autovía,47.64,49.39,1.75,32782.0,28859.0,3923.0,20939502.5,1,1,4.775663
15499,2019,Huelva,A-49,Autopista libre y autovía,49.39,53.01,3.62,32782.0,28859.0,3923.0,43314856.6,0,0,0.0
15500,2019,Huelva,A-49,Autopista libre y autovía,53.01,60.11,7.1,33028.0,28984.0,4044.0,85592062.0,5,1,5.841663
15501,2019,Huelva,A-49,Autopista libre y autovía,60.11,75.11,15.0,34865.0,30897.0,3968.0,190885875.0,9,1,4.714859
15502,2019,Huelva,A-49,Autopista libre y autovía,75.11,77.68,2.57,50422.0,45817.0,4605.0,47298357.1,2,1,4.228477
15503,2019,Huelva,A-49,Autopista libre y autovía,77.68,81.55,3.87,14867.0,13060.0,1807.0,21000380.8,1,1,4.761818
15504,2019,Huelva,A-49,Autopista libre y autovía,81.55,87.85,6.3,15595.0,13349.0,2246.0,35860702.5,0,0,0.0
15505,2019,Huelva,A-49,Autopista libre y autovía,87.85,94.16,6.31,17345.0,15337.0,2008.0,39948136.8,0,0,0.0
15506,2019,Huelva,A-49,Autopista libre y autovía,94.16,98.72,4.56,17345.0,15337.0,2008.0,28869018.0,2,1,6.927842
15507,2019,Huelva,A-49,Autopista libre y autovía,98.72,106.4,7.68,19198.0,17279.0,1919.0,53815833.6,2,1,3.716378
15508,2019,Huelva,A-49,Autopista libre y autovía,106.4,113.42,7.02,22155.0,20516.0,1639.0,56767756.5,0,0,0.0
15509,2019,Huelva,A-49,Autopista libre y autovía,113.42,117.1,3.68,18887.0,17480.0,1407.0,25369018.4,3,1,11.825448
15510,2019,Huelva,A-49,Autopista libre y autovía,117.1,122.39,5.29,15976.0,14954.0,1022.0,30847259.6,0,0,0.0
15511,2019,Huelva,A-49,Autopista libre y autovía,122.39,125.49,3.1,15976.0,14954.0,1022.0,18076844.0,0,0,0.0
15512,2019,Huelva,A-49,Autopista libre y autovía,125.49,129.41,3.92,15976.0,14954.0,1022.0,22858460.8,0,0,0.0
15513,2019,Huelva,A-49,Autopista libre y autovía,129.41,131.76,2.35,9916.0,9237.0,679.0,8505449.0,2,1,23.514338
15514,2019,Huelva,A-49,Autopista libre y autovía,131.76,132.86,1.1,12519.0,11619.0,900.0,5026378.5,1,1,19.89504
15515,2019,Ciudad Real,A-4A,Autopista libre y autovía,213.79,215.37,1.58,1352.0,1301.0,51.0,779698.4,0,0,0.0
15516,2019,Cádiz,A-4R1,Carretera convencional,0.0,1.32,1.32,7982.0,6685.0,1297.0,3845727.6,0,0,0.0
15517,2019,Cádiz,A-4R1,Carretera convencional,1.32,1.51,0.19,7982.0,6685.0,1297.0,553551.7,0,0,0.0
15518,2019,Córdoba,A-4R2,Multicarril,405.695,406.39,0.695,3889.0,3007.0,882.0,986542.1,0,0,0.0
15519,2019,Madrid,A-5,Autopista libre y autovía,10.0,12.1,2.1,98115.0,94092.0,4023.0,75205147.5,14,1,18.615747
15520,2019,Madrid,A-5,Autopista libre y autovía,12.1,14.82,2.72,151004.0,144477.0,6527.0,149916771.2,26,1,17.342956
15521,2019,Madrid,A-5,Autopista libre y autovía,14.82,16.13,1.31,63085.0,60279.0,2806.0,30164092.8,7,1,23.2064
15522,2019,Madrid,A-5,Autopista libre y autovía,16.13,18.78,2.65,122727.0,117047.0,5680.0,118707690.8,21,1,17.690513
15523,2019,Madrid,A-5,Autopista libre y autovía,18.78,22.44,3.66,122727.0,117047.0,5680.0,163950999.3,31,1,18.908088
15524,2019,Madrid,A-5,Autopista libre y autovía,22.44,24.78,2.34,66475.0,62674.0,3801.0,56776297.5,13,1,22.896879
15525,2019,Madrid,A-5,Autopista libre y autovía,24.78,31.59,6.81,84900.0,80920.0,3980.0,211031685.0,33,1,15.637462
15526,2019,Madrid,A-5,Autopista libre y autovía,31.59,32.79,1.2,60523.0,56786.0,3737.0,26509074.0,3,1,11.31688
15527,2019,Madrid,A-5,Autopista libre y autovía,32.79,34.54,1.75,55402.0,51650.0,3752.0,35388027.5,5,1,14.129072
15528,2019,Madrid,A-5,Autopista libre y autovía,34.54,36.672,2.132,53989.0,49866.0,4123.0,42013160.0,2,1,4.760413
15529,2019,Toledo,A-5,Autopista libre y autovía,36.672,41.12,4.448,53989.0,49866.0,4123.0,87652221.3,2,1,2.281745
15530,2019,Toledo,A-5,Autopista libre y autovía,41.12,45.32,4.2,53989.0,49866.0,4123.0,82765137.0,5,1,6.041191
15531,2019,Toledo,A-5,Autopista libre y autovía,45.32,57.84,12.52,31519.0,28695.0,2824.0,144035526.2,10,1,6.942732
15532,2019,Toledo,A-5,Autopista libre y autovía,57.84,65.96,8.12,34684.0,32072.0,2612.0,102796439.2,5,1,4.863982
15533,2019,Toledo,A-5,Autopista libre y autovía,65.96,74.08,8.12,28981.0,25749.0,3232.0,85893887.8,10,1,11.642272
15534,2019,Toledo,A-5,Autopista libre y autovía,74.08,75.16,1.08,37434.0,32830.0,4604.0,14756482.8,1,1,6.776683
15535,2019,Toledo,A-5,Autopista libre y autovía,75.16,78.76,3.6,37434.0,32830.0,4604.0,49188276.0,4,1,8.132019
15536,2019,Toledo,A-5,Autopista libre y autovía,78.76,96.77,18.01,33803.0,30216.0,3587.0,222209091.0,15,1,6.750399
15537,2019,Toledo,A-5,Autopista libre y autovía,96.77,106.44,9.67,35298.0,31355.0,3943.0,124586055.9,11,1,8.829238
15538,2019,Toledo,A-5,Autopista libre y autovía,106.44,112.04,5.6,22887.0,19527.0,3360.0,46781028.0,5,1,10.688093
15539,2019,Toledo,A-5,Autopista libre y autovía,112.04,123.03,10.99,22832.0,19609.0,3223.0,91587143.2,4,1,4.367425
15540,2019,Toledo,A-5,Autopista libre y autovía,123.03,130.33,7.3,24233.0,20502.0,3731.0,64568828.5,2,1,3.09747
15541,2019,Toledo,A-5,Autopista libre y autovía,130.33,148.1,17.77,21022.0,18021.0,3001.0,136349743.1,6,1,4.400448
15542,2019,Toledo,A-5,Autopista libre y autovía,148.1,151.61,3.51,21022.0,18021.0,3001.0,26932335.3,0,0,0.0
15543,2019,Toledo,A-5,Autopista libre y autovía,151.61,154.23,2.62,21060.0,17630.0,3430.0,20139678.0,0,0,0.0
15544,2019,Toledo,A-5,Autopista libre y autovía,154.23,168.105,13.875,21105.0,17243.0,3862.0,106883634.4,0,0,0.0
15545,2019,Cáceres,A-5,Autopista libre y autovía,168.105,170.78,2.675,21105.0,17243.0,3862.0,20606394.4,1,1,4.852863
15546,2019,Cáceres,A-5,Autopista libre y autovía,170.78,178.04,7.26,18608.0,15759.0,2849.0,49309339.2,4,1,8.112054
15547,2019,Cáceres,A-5,Autopista libre y autovía,178.04,181.83,3.79,15415.0,12715.0,2700.0,21324340.2,0,0,0.0
15548,2019,Cáceres,A-5,Autopista libre y autovía,181.83,183.7,1.87,15415.0,12715.0,2700.0,10521508.3,1,1,9.504341
15549,2019,Cáceres,A-5,Autopista libre y autovía,183.7,184.79,1.09,15415.0,12715.0,2700.0,6132857.8,1,1,16.305612
15550,2019,Cáceres,A-5,Autopista libre y autovía,184.79,185.06,0.27,15291.0,13072.0,2219.0,1506928.1,0,0,0.0
15551,2019,Cáceres,A-5,Autopista libre y autovía,185.06,186.22,1.16,15291.0,13072.0,2219.0,6474209.4,0,0,0.0
15552,2019,Cáceres,A-5,Autopista libre y autovía,186.22,189.55,3.33,15291.0,13072.0,2219.0,18585446.0,0,0,0.0
15553,2019,Cáceres,A-5,Autopista libre y autovía,189.55,193.86,4.31,15291.0,13072.0,2219.0,24055036.6,0,0,0.0
15554,2019,Cáceres,A-5,Autopista libre y autovía,193.86,196.49,2.63,14209.0,11111.0,3098.0,13639929.6,1,1,7.331416
15555,2019,Cáceres,A-5,Autopista libre y autovía,196.49,200.31,3.82,14209.0,11111.0,3098.0,19811608.7,0,0,0.0
15556,2019,Cáceres,A-5,Autopista libre y autovía,200.31,205.71,5.4,14878.0,12502.0,2376.0,29324538.0,0,0,0.0
15557,2019,Cáceres,A-5,Autopista libre y autovía,205.71,219.11,13.4,12205.0,10109.0,2096.0,59694655.0,3,1,5.025576
15558,2019,Cáceres,A-5,Autopista libre y autovía,219.11,232.27,13.16,14072.0,11731.0,2341.0,67593444.8,2,1,2.958867
15559,2019,Cáceres,A-5,Autopista libre y autovía,232.27,240.06,7.79,14051.0,11917.0,2134.0,39951910.8,3,1,7.509028
15560,2019,Cáceres,A-5,Autopista libre y autovía,240.06,248.03,7.97,14051.0,11917.0,2134.0,40875061.6,0,0,0.0
15561,2019,Cáceres,A-5,Autopista libre y autovía,248.03,249.69,1.66,12554.0,10497.0,2057.0,7606468.6,1,1,13.146705
15562,2019,Cáceres,A-5,Autopista libre y autovía,249.69,252.86,3.17,12554.0,10497.0,2057.0,14525605.7,0,0,0.0
15563,2019,Cáceres,A-5,Autopista libre y autovía,252.86,258.63,5.77,11169.0,9285.0,1884.0,23522472.4,0,0,0.0
15564,2019,Cáceres,A-5,Autopista libre y autovía,258.63,269.42,10.79,11002.0,9163.0,1839.0,43329726.7,3,1,6.923653
15565,2019,Cáceres,A-5,Autopista libre y autovía,269.42,271.19,1.77,9821.0,7617.0,2204.0,6344857.1,1,1,15.760796
15566,2019,Cáceres,A-5,Autopista libre y autovía,271.19,275.16,3.97,9821.0,7617.0,2204.0,14231120.0,1,1,7.026854
15567,2019,Cáceres,A-5,Autopista libre y autovía,275.16,277.49,2.33,9387.0,7869.0,1518.0,7983174.2,0,0,0.0
15568,2019,Cáceres,A-5,Autopista libre y autovía,277.49,280.93,3.44,9387.0,7869.0,1518.0,11786317.2,0,0,0.0
15569,2019,Cáceres,A-5,Autopista libre y autovía,280.93,287.78,6.85,11758.0,9852.0,1906.0,29397939.5,1,1,3.401599
15570,2019,Cáceres,A-5,Autopista libre y autovía,287.78,294.22,6.44,10808.0,8767.0,2041.0,25405284.8,0,0,0.0
15571,2019,Cáceres,A-5,Autopista libre y autovía,294.22,295.79,1.57,10353.0,8425.0,1928.0,5932786.6,1,1,16.855486
15572,2019,Cáceres,A-5,Autopista libre y autovía,295.79,301.815,6.025,10353.0,8425.0,1928.0,22767541.1,1,1,4.392218
15573,2019,Badajoz,A-5,Autopista libre y autovía,301.815,310.09,8.275,9672.0,7752.0,1920.0,29213067.0,0,0,0.0
15574,2019,Badajoz,A-5,Autopista libre y autovía,310.09,315.53,5.44,9449.0,7556.0,1893.0,18761934.4,0,0,0.0
15575,2019,Badajoz,A-5,Autopista libre y autovía,315.53,325.47,9.94,18332.0,14698.0,3634.0,66510329.2,5,1,7.517629
15576,2019,Badajoz,A-5,Autopista libre y autovía,325.47,334.27,8.8,17891.0,14806.0,3085.0,57465892.0,0,0,0.0
15577,2019,Badajoz,A-5,Autopista libre y autovía,334.27,338.98,4.71,16646.0,13533.0,3113.0,28616970.9,4,1,13.97772
15578,2019,Badajoz,A-5,Autopista libre y autovía,338.98,339.08,0.1,16646.0,13533.0,3113.0,607579.0,0,0,0.0
15579,2019,Badajoz,A-5,Autopista libre y autovía,339.08,341.33,2.25,23966.0,20199.0,3767.0,19682077.5,0,0,0.0
15580,2019,Badajoz,A-5,Autopista libre y autovía,341.33,343.14,1.81,23966.0,20199.0,3767.0,15833137.9,1,1,6.315867
15581,2019,Badajoz,A-5,Autopista libre y autovía,343.14,344.57,1.43,23966.0,20199.0,3767.0,12509053.7,0,0,0.0
15582,2019,Badajoz,A-5,Autopista libre y autovía,344.57,352.46,7.89,21600.0,19050.0,2550.0,62204760.0,3,1,4.822782
15583,2019,Badajoz,A-5,Autopista libre y autovía,352.46,365.58,13.12,17874.0,15158.0,2716.0,85595011.2,4,1,4.67317
15584,2019,Badajoz,A-5,Autopista libre y autovía,365.58,369.96,4.38,18493.0,15964.0,2529.0,29564759.1,1,1,3.382405
15585,2019,Badajoz,A-5,Autopista libre y autovía,369.96,375.76,5.8,18493.0,15964.0,2529.0,39149681.0,1,1,2.554299
15586,2019,Badajoz,A-5,Autopista libre y autovía,375.76,379.92,4.16,21942.0,18948.0,2994.0,33316732.8,1,1,3.001495
15587,2019,Badajoz,A-5,Autopista libre y autovía,379.92,381.41,1.49,21283.0,18306.0,2977.0,11574759.5,0,0,0.0
15588,2019,Badajoz,A-5,Autopista libre y autovía,381.41,394.34,12.93,21283.0,18306.0,2977.0,100444054.4,0,0,0.0
15589,2019,Badajoz,A-5,Autopista libre y autovía,394.34,400.04,5.7,13774.0,11389.0,2385.0,28656807.0,2,1,6.979145
15590,2019,Badajoz,A-5,Autopista libre y autovía,400.04,403.12,3.08,15169.0,12031.0,3138.0,17052989.8,0,0,0.0
15591,2019,Badajoz,A-5,Autopista libre y autovía,403.12,406.91,3.79,10467.0,7904.0,2563.0,14479524.4,1,1,6.906304
15592,2019,Badajoz,A-5,Autopista libre y autovía,406.91,407.821,0.911,11584.0,9035.0,2549.0,3851853.8,0,0,0.0
15593,2019,Ávila,A-50,Autopista libre y autovía,0.84,1.44,0.6,11641.0,10672.0,969.0,2549379.0,0,0,0.0
15594,2019,Ávila,A-50,Autopista libre y autovía,1.44,4.68,3.24,11641.0,10672.0,969.0,13766646.6,0,0,0.0
15595,2019,Ávila,A-50,Autopista libre y autovía,4.68,14.78,10.1,9535.0,8748.0,787.0,35150777.5,4,1,11.379549
15596,2019,Ávila,A-50,Autopista libre y autovía,14.78,24.35,9.57,7881.0,7113.0,768.0,27528727.0,1,1,3.632569
15597,2019,Ávila,A-50,Autopista libre y autovía,24.35,35.22,10.87,8750.0,7511.0,1239.0,34716062.5,3,1,8.641533
15598,2019,Ávila,A-50,Autopista libre y autovía,35.22,45.63,10.41,8750.0,7511.0,1239.0,33246937.5,1,1,3.007796
15599,2019,Ávila,A-50,Autopista libre y autovía,45.63,54.45,8.82,8750.0,7511.0,1239.0,28168875.0,0,0,0.0
15600,2019,Salamanca,A-50,Autopista libre y autovía,54.45,59.69,5.24,7945.0,6798.0,1147.0,15195607.0,0,0,0.0
15601,2019,Salamanca,A-50,Autopista libre y autovía,59.69,76.0,16.31,7945.0,6798.0,1147.0,47297776.8,6,1,12.685586
15602,2019,Salamanca,A-50,Autopista libre y autovía,76.0,81.35,5.35,10227.0,9051.0,1176.0,19970774.2,0,0,0.0
15603,2019,Salamanca,A-50,Autopista libre y autovía,81.35,96.85,15.5,13842.0,12596.0,1246.0,78311115.0,4,1,5.107832
15604,2019,Salamanca,A-50,Autopista libre y autovía,96.85,100.135,3.285,15447.0,13875.0,1572.0,18521339.2,1,1,5.399178
15605,2019,Zamora,A-52,Autopista libre y autovía,0.0,0.22,0.22,10292.0,8714.0,1578.0,826447.6,0,0,0.0
15606,2019,Zamora,A-52,Autopista libre y autovía,0.22,4.77,4.55,7527.0,5939.0,1588.0,12500465.2,0,0,0.0
15607,2019,Zamora,A-52,Autopista libre y autovía,4.77,15.44,10.67,9105.0,7527.0,1578.0,35459877.8,0,0,0.0
15608,2019,Zamora,A-52,Autopista libre y autovía,15.44,29.77,14.33,7672.0,5438.0,2234.0,40128012.4,6,1,14.952148
15609,2019,Zamora,A-52,Autopista libre y autovía,29.77,49.7,19.93,9347.0,7103.0,2244.0,67994284.1,5,1,7.353559
15610,2019,Zamora,A-52,Autopista libre y autovía,49.7,57.42,7.72,10440.0,8294.0,2146.0,29417832.0,5,1,16.996494
15611,2019,Zamora,A-52,Autopista libre y autovía,57.42,75.09,17.67,10440.0,8294.0,2146.0,67333302.0,1,1,1.485149
15612,2019,Zamora,A-52,Autopista libre y autovía,75.09,91.78,16.69,9057.0,7388.0,1669.0,55173885.4,4,1,7.249807
15613,2019,Zamora,A-52,Autopista libre y autovía,91.78,99.3,7.52,11861.0,8833.0,3028.0,32556072.8,2,1,6.143247
15614,2019,Zamora,A-52,Autopista libre y autovía,99.3,102.09,2.79,11861.0,8833.0,3028.0,12078649.4,0,0,0.0
15615,2019,Zamora,A-52,Autopista libre y autovía,102.09,112.2,10.11,10320.0,7686.0,2634.0,38082348.0,5,1,13.129443
15616,2019,Ourense,A-52,Autopista libre y autovía,112.2,114.49,2.29,9623.0,7504.0,2119.0,8043384.6,0,0,0.0
15617,2019,Ourense,A-52,Autopista libre y autovía,114.49,116.63,2.14,9623.0,7504.0,2119.0,7516525.3,0,0,0.0
15618,2019,Ourense,A-52,Autopista libre y autovía,116.63,125.13,8.5,9623.0,7504.0,2119.0,29855357.5,0,0,0.0
15619,2019,Ourense,A-52,Autopista libre y autovía,125.13,143.33,18.2,10911.0,8334.0,2577.0,72481773.0,0,0,0.0
15620,2019,Ourense,A-52,Autopista libre y autovía,143.33,160.75,17.42,11049.0,8562.0,2487.0,70252856.7,3,1,4.270289
15621,2019,Ourense,A-52,Autopista libre y autovía,160.75,173.46,12.71,9255.0,7005.0,2250.0,42935333.2,3,1,6.987252
15622,2019,Ourense,A-52,Autopista libre y autovía,173.46,188.02,14.56,11124.0,8975.0,2149.0,59117385.6,3,1,5.074649
15623,2019,Ourense,A-52,Autopista libre y autovía,188.02,201.91,13.89,14911.0,12565.0,2346.0,75596533.4,2,1,2.645624
