TRAMO_ID,ANYO,PROVINCIA,VIA_NORM,TIPO_VIA,PK_INICIO,PK_FIN,LONGITUD,IMD_TOTAL,IMD_LIG,IMD_PES,VEH_KM,N_ACC,HUBO_ACCIDENTE,TASA_100M
7911,2017,Granada,N-323,Carretera convencional,180.13,180.44,0.31,2553.0,2390.0,163.0,288871.9,0,0,0.0
7912,2017,Granada,N-323,Carretera convencional,180.44,187.1,6.66,2553.0,2390.0,163.0,6206087.7,1,1,16.113211
7913,2017,Granada,N-323,Carretera convencional,187.6,189.8,2.2,6941.0,6497.0,444.0,5573623.0,0,0,0.0
7914,2017,Granada,N-323,Carretera convencional,190.3,193.35,3.05,4637.0,4278.0,359.0,5162140.2,1,1,19.37181
7915,2017,Granada,N-323,Carretera convencional,193.35,194.02,0.67,6309.0,5820.0,489.0,1542866.0,0,0,0.0
7916,2017,Jaén,N-323A,Carretera convencional,1.0,12.18,11.18,2178.0,1965.0,213.0,8887764.6,0,0,0.0
7917,2017,Jaén,N-323A,Carretera convencional,12.18,12.9,0.72,2562.0,2310.0,252.0,673293.6,0,0,0.0
7918,2017,Jaén,N-323A,Carretera convencional,15.05,22.16,7.11,2562.0,2310.0,252.0,6648774.3,2,1,30.080732
7919,2017,Jaén,N-323A,Carretera convencional,22.16,33.1,10.94,2562.0,2310.0,252.0,10230322.2,3,1,29.32459
7920,2017,Jaén,N-323A,Carretera convencional,37.98,39.04,1.06,9116.0,8525.0,591.0,3526980.4,1,1,28.352865
7921,2017,Jaén,N-323A,Carretera convencional,39.04,40.3,1.26,9116.0,8525.0,591.0,4192448.4,1,1,23.85241
7922,2017,Jaén,N-323A,Carretera convencional,40.3,49.62,9.32,4209.0,4072.0,137.0,14318176.2,3,1,20.952389
7923,2017,Jaén,N-323A,Carretera convencional,49.62,65.24,15.62,472.0,457.0,15.0,2691013.6,1,1,37.160719
7924,2017,Granada,N-323A,Carretera convencional,82.6,87.7,5.1,1182.0,1144.0,38.0,2200293.0,1,1,45.448493
7925,2017,Granada,N-323A,Carretera convencional,88.1,100.4,12.3,1182.0,1144.0,38.0,5306589.0,0,0,0.0
7926,2017,Granada,N-323A,Carretera convencional,108.35,119.725,11.375,3605.0,3489.0,116.0,14967509.4,5,1,33.405691
7927,2017,Granada,N-323A,Carretera convencional,138.958,142.19,3.232,7356.0,7117.0,239.0,8677726.1,2,1,23.047512
7928,2017,Granada,N-323A,Carretera convencional,143.18,145.1,1.92,3449.0,3337.0,112.0,2417059.2,0,0,0.0
7929,2017,Granada,N-323A,Carretera convencional,145.1,149.49,4.39,3449.0,3337.0,112.0,5526505.1,2,1,36.189236
7930,2017,Granada,N-323A,Carretera convencional,149.49,154.59,5.1,7577.0,7331.0,246.0,14104585.5,2,1,14.179786
7931,2017,Granada,N-323A,Carretera convencional,159.55,160.22,0.67,881.0,853.0,28.0,215448.6,0,0,0.0
7932,2017,Granada,N-323A,Carretera convencional,163.4,166.97,3.57,59.0,56.0,3.0,76880.0,0,0,0.0
7933,2017,Granada,N-323A,Carretera convencional,169.13,169.28,0.15,191.0,178.0,13.0,10457.2,0,0,0.0
7934,2017,Granada,N-323A,Carretera convencional,461.68,465.543,3.863,881.0,853.0,28.0,1242205.6,2,1,161.003943
7935,2017,Granada,N-323A,Carretera convencional,466.5,469.26,2.76,560.0,543.0,17.0,564144.0,0,0,0.0
7936,2017,Alicante,N-325,Carretera convencional,0.0,3.7,3.7,8117.0,7578.0,539.0,10962008.5,1,1,9.122416
7937,2017,Alicante,N-325,Multicarril,3.7,6.51,2.81,11733.0,11116.0,617.0,12033951.5,0,0,0.0
7938,2017,Alicante,N-325,Carretera convencional,6.51,8.14,1.63,10358.0,9669.0,689.0,6162492.1,0,0,0.0
7939,2017,Alicante,N-325,Carretera convencional,8.14,8.55,0.41,6650.0,6208.0,442.0,995172.5,1,1,100.485092
7940,2017,Alicante,N-325,Carretera convencional,8.55,13.58,5.03,6650.0,6208.0,442.0,12209067.5,1,1,8.190634
7941,2017,Alicante,N-325,Carretera convencional,13.58,20.15,6.57,1676.0,1565.0,111.0,4019131.8,0,0,0.0
7942,2017,Albacete,N-330,Carretera convencional,93.56,99.05,5.49,2768.0,2617.0,151.0,5546656.8,0,0,0.0
7943,2017,Valencia,N-330,Carretera convencional,99.05,113.31,14.26,3149.0,2976.0,173.0,16390230.1,0,0,0.0
7944,2017,Valencia,N-330,Carretera convencional,113.31,114.74,1.43,4017.0,3796.0,221.0,2096673.2,0,0,0.0
7945,2017,Valencia,N-330,Carretera convencional,114.74,124.5,9.76,3135.0,2963.0,172.0,11168124.0,1,1,8.954055
7946,2017,Valencia,N-330,Carretera convencional,124.5,130.1,5.6,3135.0,2963.0,172.0,6407940.0,0,0,0.0
7947,2017,Valencia,N-330,Carretera convencional,130.1,132.74,2.64,1002.0,947.0,55.0,965527.2,0,0,0.0
7948,2017,Valencia,N-330,Carretera convencional,132.74,135.8,3.06,742.0,677.0,65.0,828739.8,1,1,120.665135
7949,2017,Valencia,N-330,Carretera convencional,135.8,141.0,5.2,742.0,677.0,65.0,1408316.0,0,0,0.0
7950,2017,Valencia,N-330,Carretera convencional,141.0,160.88,19.88,1767.0,1596.0,171.0,12821705.4,2,1,15.598549
7951,2017,Valencia,N-330,Carretera convencional,160.88,170.3,9.42,2412.0,2178.0,234.0,8293179.6,0,0,0.0
7952,2017,Valencia,N-330,Carretera convencional,187.56,192.24,4.68,1954.0,1542.0,412.0,3337822.8,0,0,0.0
7953,2017,Valencia,N-330,Carretera convencional,192.24,199.61,7.37,2561.0,2020.0,541.0,6889218.0,7,1,101.608049
7954,2017,Valencia,N-330,Carretera convencional,199.61,215.58,15.97,2680.0,2140.0,540.0,15621854.0,0,0,0.0
7955,2017,Cuenca,N-330,Carretera convencional,215.58,239.34,23.76,1318.0,1112.0,206.0,11430223.2,1,1,8.748736
7956,2017,Cuenca,N-330,Carretera convencional,239.34,245.44,6.1,1034.0,873.0,161.0,2302201.0,1,1,43.436694
7957,2017,Cuenca,N-330,Carretera convencional,245.44,255.13,9.69,838.0,707.0,131.0,2963880.3,0,0,0.0
7958,2017,Valencia,N-330,Carretera convencional,255.13,261.68,6.55,902.0,731.0,171.0,2156456.5,0,0,0.0
7959,2017,Valencia,N-330,Carretera convencional,261.68,268.59,6.91,902.0,731.0,171.0,2274979.3,0,0,0.0
7960,2017,Valencia,N-330,Carretera convencional,268.59,274.45,5.86,1273.0,1031.0,242.0,2722819.7,1,1,36.726633
7961,2017,Teruel,N-330,Carretera convencional,274.45,288.43,13.98,1273.0,1031.0,242.0,6495737.1,1,1,15.394712
7962,2017,Teruel,N-330,Carretera convencional,288.43,301.44,13.01,2406.0,2161.0,245.0,11425251.9,0,0,0.0
7963,2017,Alicante,N-330,Carretera convencional,406.35,408.5,2.15,19302.0,18606.0,696.0,15147244.5,0,0,0.0
7964,2017,Zaragoza,N-330,Carretera convencional,417.34,434.1,16.76,185.0,116.0,69.0,1131719.0,0,0,0.0
7965,2017,Zaragoza,N-330,Carretera convencional,434.1,445.43,11.33,164.0,102.0,62.0,678213.8,1,1,147.44613
7966,2017,Zaragoza,N-330,Carretera convencional,445.43,453.26,7.83,2314.0,1439.0,875.0,6613296.3,0,0,0.0
7967,2017,Zaragoza,N-330,Carretera convencional,453.26,458.86,5.6,321.0,200.0,121.0,656124.0,1,1,152.410215
7968,2017,Zaragoza,N-330,Carretera convencional,458.86,468.75,9.89,298.0,280.0,18.0,1075735.3,3,1,278.879014
7969,2017,Zaragoza,N-330,Carretera convencional,468.75,478.6,9.85,298.0,280.0,18.0,1071384.5,3,1,280.011518
7970,2017,Zaragoza,N-330,Carretera convencional,481.9,482.71,0.81,4689.0,4385.0,304.0,1386302.8,0,0,0.0
7971,2017,Zaragoza,N-330,Multicarril,482.71,491.0,8.29,4689.0,4385.0,304.0,14188210.6,10,1,70.481051
7972,2017,Zaragoza,N-330,Multicarril,502.2,504.32,2.12,35009.0,32058.0,2951.0,27089964.2,2,1,7.382808
7973,2017,Zaragoza,N-330,Multicarril,504.32,507.58,3.26,35009.0,32058.0,2951.0,41657209.1,9,1,21.604904
7974,2017,Zaragoza,N-330,Multicarril,507.58,510.25,2.67,35009.0,32058.0,2951.0,34118021.0,4,1,11.724009
7975,2017,Zaragoza,N-330,Carretera convencional,515.5,524.148,8.648,1376.0,1263.0,113.0,4343371.5,2,1,46.047178
7976,2017,Zaragoza,N-330,Carretera convencional,526.7,531.81,5.11,1376.0,1263.0,113.0,2566446.4,0,0,0.0
7977,2017,Zaragoza,N-330,Carretera convencional,531.81,537.9,6.09,338.0,294.0,44.0,751323.3,0,0,0.0
7978,2017,Huesca,N-330,Carretera convencional,537.91,552.06,14.15,338.0,294.0,44.0,1745685.5,0,0,0.0
7979,2017,Huesca,N-330,Carretera convencional,552.06,569.22,17.16,1056.0,919.0,137.0,6614150.4,0,0,0.0
7980,2017,Huesca,N-330,Carretera convencional,574.287,575.31,1.023,2183.0,1899.0,284.0,815121.3,0,0,0.0
7981,2017,Huesca,N-330,Carretera convencional,575.31,585.87,10.56,197.0,172.0,25.0,759316.8,2,1,263.394673
7982,2017,Huesca,N-330,Carretera convencional,589.22,591.39,2.17,8175.0,7371.0,804.0,6475008.8,0,0,0.0
7983,2017,Huesca,N-330,Carretera convencional,591.39,592.455,1.065,8175.0,7371.0,804.0,3177826.9,3,1,94.404135
7984,2017,Huesca,N-330,Carretera convencional,595.526,602.71,7.184,8175.0,7371.0,804.0,21436158.0,2,1,9.33003
7985,2017,Huesca,N-330,Carretera convencional,602.71,611.83,9.12,5277.0,4858.0,419.0,17566077.6,4,1,22.771162
7986,2017,Huesca,N-330,Carretera convencional,611.83,622.44,10.61,1424.0,1087.0,337.0,5514653.6,6,1,108.801031
7987,2017,Huesca,N-330,Carretera convencional,622.44,624.625,2.185,1424.0,1087.0,337.0,1135675.6,1,1,88.053314
7988,2017,Huesca,N-330,Carretera convencional,625.6,629.45,3.85,6690.0,6158.0,532.0,9401122.5,2,1,21.274055
7989,2017,Huesca,N-330,Carretera convencional,629.45,630.46,1.01,6690.0,6158.0,532.0,2466268.5,0,0,0.0
7990,2017,Huesca,N-330,Carretera convencional,630.46,632.85,2.39,5444.0,5011.0,433.0,4749073.4,0,0,0.0
7991,2017,Huesca,N-330,Carretera convencional,632.85,643.47,10.62,795.0,733.0,62.0,3081658.5,1,1,32.450059
7992,2017,Huesca,N-330,Carretera convencional,643.47,646.42,2.95,3727.0,3431.0,296.0,4013047.3,0,0,0.0
7993,2017,Huesca,N-330,Carretera convencional,646.42,654.51,8.09,3727.0,3431.0,296.0,11005272.0,1,1,9.086554
7994,2017,Huesca,N-330,Carretera convencional,654.51,663.09,8.58,4525.0,4165.0,360.0,14170942.5,2,1,14.113387
7995,2017,Huesca,N-330,Carretera convencional,663.09,666.64,3.55,835.0,637.0,198.0,1081951.2,0,0,0.0
7996,2017,Huesca,N-330,Carretera convencional,666.64,672.28,5.64,835.0,637.0,198.0,1718931.0,2,1,116.351384
7997,2017,Valencia,N-330A,Carretera convencional,135.8,141.0,5.2,1002.0,947.0,55.0,1901796.0,1,1,52.581875
7998,2017,Valencia,N-330A,Carretera convencional,190.0,191.99,1.99,681.0,593.0,88.0,494644.4,0,0,0.0
7999,2017,Valencia,N-330A,Carretera convencional,261.86,269.57,7.71,283.0,247.0,36.0,796404.4,1,1,125.564349
8000,2017,Valencia,N-330A,Carretera convencional,275.47,277.04,1.57,535.0,466.0,69.0,306581.8,0,0,0.0
8001,2017,Huesca,N-330A,Carretera convencional,585.87,590.5,4.63,197.0,172.0,25.0,332920.2,0,0,0.0
8002,2017,Huesca,N-330A,Carretera convencional,591.18,598.1,6.92,45.0,35.0,10.0,113661.0,0,0,0.0
8003,2017,Huesca,N-330A,Carretera convencional,602.72,611.89,9.17,1460.0,1346.0,114.0,4886693.0,0,0,0.0
8004,2017,Huesca,N-330A,Carretera convencional,629.85,631.0,1.15,3993.0,3711.0,282.0,1676061.8,0,0,0.0
8005,2017,Huesca,N-330A,Carretera convencional,643.21,645.69,2.48,4606.0,4280.0,326.0,4169351.2,0,0,0.0
8006,2017,Huesca,N-330A,Carretera convencional,646.67,648.82,2.15,2218.0,2061.0,157.0,1740575.5,0,0,0.0
8007,2017,Huesca,N-330A,Carretera convencional,666.75,671.13,4.38,619.0,576.0,43.0,989595.3,0,0,0.0
8008,2017,Huesca,N-330A,Carretera convencional,671.13,675.18,4.05,367.0,341.0,26.0,542517.8,0,0,0.0
8009,2017,Huesca,N-330B,Carretera convencional,673.28,675.18,1.9,415.0,361.0,54.0,287802.5,0,0,0.0
8010,2017,Córdoba,N-331,Carretera convencional,17.12,22.2,5.08,1206.0,1127.0,79.0,2236165.2,0,0,0.0
8011,2017,Córdoba,N-331,Carretera convencional,22.2,29.15,6.95,1206.0,1127.0,79.0,3059320.5,0,0,0.0
8012,2017,Córdoba,N-331,Carretera convencional,33.34,35.04,1.7,3752.0,3505.0,247.0,2328116.0,2,1,85.906372
8013,2017,Córdoba,N-331,Carretera convencional,35.04,36.27,1.23,3752.0,3505.0,247.0,1684460.4,0,0,0.0
8014,2017,Córdoba,N-331,Carretera convencional,36.27,39.8,3.53,3752.0,3505.0,247.0,4834264.4,2,1,41.371341
8015,2017,Córdoba,N-331,Carretera convencional,39.8,44.04,4.24,6926.0,6468.0,458.0,10718677.6,0,0,0.0
8016,2017,Córdoba,N-331,Carretera convencional,44.04,45.25,1.21,5459.0,5099.0,360.0,2410967.3,0,0,0.0
8017,2017,Córdoba,N-331,Carretera convencional,45.25,46.8,1.55,5459.0,5099.0,360.0,3088429.3,0,0,0.0
8018,2017,Córdoba,N-331,Carretera convencional,46.8,50.0,3.2,5459.0,5099.0,360.0,6376112.0,1,1,15.683539
8019,2017,Córdoba,N-331,Carretera convencional,58.11,61.01,2.9,1674.0,1564.0,110.0,1771929.0,0,0,0.0
8020,2017,Córdoba,N-331,Carretera convencional,61.01,62.71,1.7,1674.0,1564.0,110.0,1038717.0,1,1,96.272613
8021,2017,Córdoba,N-331,Carretera convencional,62.71,67.88,5.17,2627.0,2454.0,173.0,4957280.4,0,0,0.0
8022,2017,Córdoba,N-331,Carretera convencional,81.07,88.8,7.73,333.0,234.0,99.0,939542.8,0,0,0.0
8023,2017,Córdoba,N-331,Carretera convencional,88.8,89.73,0.93,890.0,625.0,265.0,302110.5,0,0,0.0
8024,2017,Córdoba,N-331,Carretera convencional,89.73,90.83,1.1,890.0,625.0,265.0,357335.0,1,1,279.849441
8025,2017,Córdoba,N-331,Carretera convencional,90.83,94.32,3.49,890.0,625.0,265.0,1133726.5,0,0,0.0
8026,2017,Córdoba,N-331,Carretera convencional,94.32,99.72,5.4,455.0,320.0,135.0,896805.0,1,1,111.506961
8027,2017,Córdoba,N-331,Carretera convencional,99.72,102.59,2.87,455.0,320.0,135.0,476635.3,0,0,0.0
8028,2017,Málaga,N-331,Carretera convencional,102.59,107.98,5.39,416.0,292.0,124.0,818417.6,0,0,0.0
8029,2017,Málaga,N-331,Carretera convencional,107.98,113.76,5.78,206.0,145.0,61.0,434598.2,1,1,230.097594
8030,2017,Málaga,N-331,Carretera convencional,113.76,119.87,6.11,3041.0,2135.0,906.0,6781886.2,1,1,14.74516
8031,2017,Málaga,N-331,Multicarril,125.27,127.38,2.11,10776.0,9474.0,1302.0,8299136.4,0,0,0.0
8032,2017,Málaga,N-331,Carretera convencional,127.38,127.95,0.57,1561.0,1326.0,235.0,324766.0,0,0,0.0
8033,2017,Málaga,N-331,Carretera convencional,127.95,133.53,5.58,1561.0,1326.0,235.0,3179288.7,1,1,31.453576
8034,2017,Córdoba,N-331R,Carretera convencional,0.0,1.35,1.35,2763.0,2581.0,182.0,1361468.2,0,0,0.0
8035,2017,Alicante,N-332,Carretera convencional,38.8,42.2,3.4,8458.0,8235.0,223.0,10496378.0,4,1,38.108384
8036,2017,Alicante,N-332,Multicarril,42.2,44.26,2.06,8458.0,8235.0,223.0,6359570.2,5,1,78.621665
8037,2017,Alicante,N-332,Multicarril,44.26,44.56,0.3,20724.0,20170.0,554.0,2269278.0,0,0,0.0
8038,2017,Alicante,N-332,Multicarril,44.56,44.69,0.13,20724.0,20170.0,554.0,983353.8,0,0,0.0
8039,2017,Alicante,N-332,Multicarril,44.69,45.01,0.32,20724.0,20170.0,554.0,2420563.2,1,1,41.312699
8040,2017,Alicante,N-332,Multicarril,45.01,48.48,3.47,20724.0,20170.0,554.0,26247982.2,2,1,7.619633
8041,2017,Alicante,N-332,Multicarril,48.48,48.87,0.39,20724.0,20170.0,554.0,2950061.4,3,1,101.692799
8042,2017,Alicante,N-332,Multicarril,48.87,49.85,0.98,20724.0,20170.0,554.0,7412974.8,1,1,13.489861
8043,2017,Alicante,N-332,Multicarril,49.85,49.97,0.12,20724.0,20170.0,554.0,907711.2,0,0,0.0
8044,2017,Alicante,N-332,Multicarril,49.97,51.35,1.38,20724.0,20170.0,554.0,10438678.8,8,1,76.638051
8045,2017,Alicante,N-332,Multicarril,51.35,51.58,0.23,43323.0,42179.0,1144.0,3636965.8,1,1,27.495447
8046,2017,Alicante,N-332,Multicarril,51.58,52.72,1.14,43323.0,42179.0,1144.0,18026700.3,6,1,33.283962
8047,2017,Alicante,N-332,Multicarril,52.72,53.0,0.28,43323.0,42179.0,1144.0,4427610.6,10,1,225.855454
8048,2017,Alicante,N-332,Multicarril,53.0,54.4,1.4,43323.0,42179.0,1144.0,22138053.0,8,1,36.136873
8049,2017,Alicante,N-332,Carretera convencional,54.4,62.08,7.68,43323.0,42179.0,1144.0,121443033.6,19,1,15.645195
8050,2017,Alicante,N-332,Carretera convencional,62.08,62.23,0.15,28344.0,27472.0,872.0,1551834.0,0,0,0.0
8051,2017,Alicante,N-332,Carretera convencional,62.23,62.36,0.13,28344.0,27472.0,872.0,1344922.8,0,0,0.0
8052,2017,Alicante,N-332,Multicarril,62.36,63.38,1.02,28344.0,27472.0,872.0,10552471.2,0,0,0.0
8053,2017,Alicante,N-332,Multicarril,63.38,63.83,0.45,28344.0,27472.0,872.0,4655502.0,1,1,21.479961
8054,2017,Alicante,N-332,Multicarril,63.83,69.38,5.55,28409.0,27498.0,911.0,57549531.7,4,1,6.950534
8055,2017,Alicante,N-332,Multicarril,69.38,69.73,0.35,28409.0,27498.0,911.0,3629249.8,0,0,0.0
8056,2017,Alicante,N-332,Multicarril,69.73,69.96,0.23,28409.0,27498.0,911.0,2384935.6,0,0,0.0
8057,2017,Alicante,N-332,Multicarril,69.96,71.7,1.74,28409.0,27498.0,911.0,18042555.9,0,0,0.0
8058,2017,Alicante,N-332,Carretera convencional,71.7,71.93,0.23,28409.0,27498.0,911.0,2384935.6,0,0,0.0
8059,2017,Alicante,N-332,Carretera convencional,71.93,75.25,3.32,24808.0,23877.0,931.0,30062334.4,3,1,9.979265
8060,2017,Alicante,N-332,Carretera convencional,75.25,81.02,5.77,24808.0,23877.0,931.0,52246888.4,2,1,3.827979
8061,2017,Alicante,N-332,Carretera convencional,81.02,87.6,6.58,26740.0,25737.0,1003.0,64221458.0,6,1,9.342672
8062,2017,Alicante,N-332,Carretera convencional,87.6,95.81,8.21,26740.0,25737.0,1003.0,80130421.0,21,1,26.207275
8063,2017,Alicante,N-332,Multicarril,95.81,97.85,2.04,26381.0,25392.0,989.0,19643292.6,2,1,10.181592
8064,2017,Alicante,N-332,Carretera convencional,97.85,98.683,0.833,17899.0,17228.0,671.0,5442101.5,0,0,0.0
8065,2017,Alicante,N-332,Carretera convencional,119.5,122.5,3.0,23853.0,22333.0,1520.0,26119035.0,6,1,22.971752
8066,2017,Alicante,N-332,Carretera convencional,122.5,134.1,11.6,21529.0,20157.0,1372.0,91153786.0,12,1,13.164566
8067,2017,Alicante,N-332,Carretera convencional,134.1,144.13,10.03,26440.0,24754.0,1686.0,96795518.0,8,1,8.264845
8068,2017,Alicante,N-332,Multicarril,144.13,147.9,3.77,51645.0,49519.0,2126.0,71066102.2,9,1,12.664266
8069,2017,Alicante,N-332,Multicarril,147.9,149.3,1.4,23990.0,23003.0,987.0,12258890.0,2,1,16.314691
8070,2017,Alicante,N-332,Carretera convencional,149.3,151.74,2.44,23990.0,23003.0,987.0,21365494.0,1,1,4.680444
8071,2017,Alicante,N-332,Multicarril,151.74,152.75,1.01,21557.0,20670.0,887.0,7946988.0,3,1,37.750151
8072,2017,Alicante,N-332,Carretera convencional,152.75,156.64,3.89,21557.0,20670.0,887.0,30607706.4,15,1,49.007266
8073,2017,Alicante,N-332,Carretera convencional,156.64,159.79,3.15,21557.0,20670.0,887.0,24785160.8,1,1,4.034672
8074,2017,Alicante,N-332,Carretera convencional,159.79,160.36,0.57,21557.0,20670.0,887.0,4484933.8,1,1,22.296873
8075,2017,Alicante,N-332,Carretera convencional,160.36,168.16,7.8,15176.0,14201.0,975.0,43206072.0,10,1,23.144895
8076,2017,Alicante,N-332,Carretera convencional,168.16,176.18,8.02,12452.0,11653.0,799.0,36450739.6,11,1,30.177714
8077,2017,Alicante,N-332,Carretera convencional,176.18,177.77,1.59,12452.0,11653.0,799.0,7226518.2,0,0,0.0
8078,2017,Alicante,N-332,Multicarril,177.77,178.53,0.76,12452.0,11653.0,799.0,3454184.8,0,0,0.0
8079,2017,Alicante,N-332,Carretera convencional,178.53,188.76,10.23,9719.0,9028.0,691.0,36290260.1,3,1,8.266681
8080,2017,Alicante,N-332,Carretera convencional,188.76,190.1,1.34,9719.0,9028.0,691.0,4753562.9,0,0,0.0
8081,2017,Alicante,N-332,Carretera convencional,190.1,194.26,4.16,18608.0,17285.0,1323.0,28254387.2,6,1,21.23564
8082,2017,Alicante,N-332,Carretera convencional,194.26,196.02,1.76,18608.0,17285.0,1323.0,11953779.2,3,1,25.096666
8083,2017,Alicante,N-332,Carretera convencional,196.02,204.39,8.37,17290.0,16060.0,1230.0,52821814.5,3,1,5.679472
8084,2017,Valencia,N-332,Carretera convencional,204.39,213.7,9.31,15478.0,14377.0,1101.0,52596565.7,19,1,36.124032
8085,2017,Valencia,N-332,Carretera convencional,213.7,215.5,1.8,15478.0,14377.0,1101.0,10169046.0,0,0,0.0
8086,2017,Valencia,N-332,Carretera convencional,215.5,220.85,5.35,26059.0,22802.0,3257.0,50886712.2,14,1,27.512094
8087,2017,Valencia,N-332,Carretera convencional,220.85,226.0,5.15,21278.0,18618.0,2660.0,39997320.5,9,1,22.501507
8088,2017,Valencia,N-332,Carretera convencional,229.0,229.49,0.49,22879.0,19849.0,3030.0,4091909.2,1,1,24.43847
8089,2017,Valencia,N-332,Carretera convencional,229.49,236.96,7.47,22879.0,19849.0,3030.0,62380737.4,7,1,11.221413
8090,2017,Valencia,N-332,Carretera convencional,236.96,246.93,9.97,17604.0,15273.0,2331.0,64061836.2,7,1,10.926942
8091,2017,Valencia,N-332,Carretera convencional,246.93,248.16,1.23,19808.0,17185.0,2623.0,8892801.6,0,0,0.0
8092,2017,Valencia,N-332,Carretera convencional,248.16,250.81,2.65,19808.0,17185.0,2623.0,19159288.0,4,1,20.877603
8093,2017,Valencia,N-332,Carretera convencional,250.81,254.51,3.7,6110.0,5301.0,809.0,8251555.0,6,1,72.713567
8094,2017,Valencia,N-332,Carretera convencional,254.51,256.25,1.74,6110.0,5301.0,809.0,3880461.0,0,0,0.0
8095,2017,Valencia,N-332,Carretera convencional,256.25,257.78,1.53,6110.0,5301.0,809.0,3412129.5,2,1,58.614422
8096,2017,Valencia,N-332A,Carretera convencional,272.06,272.6,0.54,1667.0,1636.0,31.0,328565.7,0,0,0.0
8097,2017,Valencia,N-332R,Carretera convencional,250.86,253.06,2.2,21445.0,19920.0,1525.0,17220335.0,0,0,0.0
8098,2017,Alicante,N-334,Carretera convencional,0.0,0.35,0.35,55195.0,53865.0,1330.0,7051161.2,0,0,0.0
8099,2017,Alicante,N-334,Multicarril,0.35,0.94,0.59,55195.0,53865.0,1330.0,11886243.2,0,0,0.0
8100,2017,Valencia,N-337,Carretera convencional,0.0,1.6,1.6,13325.0,11660.0,1665.0,7781800.0,3,1,38.551492
8101,2017,Valencia,N-337,Carretera convencional,1.96,2.1799999999999997,0.22,13325.0,11660.0,1665.0,1069997.5,0,0,0.0
8102,2017,Valencia,N-337,Carretera convencional,2.1799999999999997,2.55,0.37,13325.0,11660.0,1665.0,1799541.2,0,0,0.0
8103,2017,Alicante,N-338,Carretera convencional,0.0,0.24,0.24,31345.0,30237.0,1108.0,2745822.0,0,0,0.0
8104,2017,Alicante,N-338,Carretera convencional,0.24,0.47,0.23,31345.0,30237.0,1108.0,2631412.8,0,0,0.0
8105,2017,Alicante,N-338,Carretera convencional,0.47,1.48,1.01,31345.0,30237.0,1108.0,11555334.2,2,1,17.308024
8106,2017,Alicante,N-338,Carretera convencional,1.48,3.46,1.98,26208.0,24539.0,1669.0,18940521.6,4,1,21.118743
8107,2017,Alicante,N-338,Carretera convencional,3.46,4.78,1.32,26208.0,24539.0,1669.0,12627014.4,2,1,15.839057
8108,2017,Alicante,N-338,Carretera convencional,4.78,4.97,0.19,26208.0,24539.0,1669.0,1817524.8,1,1,55.019882
8109,2017,Alicante,N-338,Carretera convencional,4.97,5.15,0.18,26208.0,24539.0,1669.0,1721865.6,0,0,0.0
8110,2017,Sevilla,N-339,Carretera convencional,0.0,2.4,2.4,8451.0,7752.0,699.0,7403076.0,0,0,0.0
8111,2017,Cádiz,N-340,Carretera convencional,10.29,16.97,6.68,3106.0,2835.0,271.0,7573049.2,3,1,39.614162
8112,2017,Cádiz,N-340,Carretera convencional,24.0,34.55,10.55,773.0,738.0,35.0,2976629.8,0,0,0.0
8113,2017,Cádiz,N-340,Carretera convencional,34.93,37.51,2.58,12790.0,12197.0,593.0,12044343.0,2,1,16.605306
8114,2017,Cádiz,N-340,Carretera convencional,37.51,55.76,18.25,3981.0,3797.0,184.0,26518436.2,3,1,11.312884
8115,2017,Cádiz,N-340,Carretera convencional,55.76,83.26,27.5,9047.0,8647.0,400.0,90809262.5,26,1,28.631441
8116,2017,Cádiz,N-340,Carretera convencional,83.26,96.17,12.91,12493.0,11940.0,553.0,58868890.0,17,1,28.877732
8117,2017,Cádiz,N-340,Carretera convencional,96.17,102.39,6.22,12493.0,11940.0,553.0,28362857.9,7,1,24.680165
8118,2017,Cádiz,N-340,Carretera convencional,119.1,132.72,13.62,2695.0,2571.0,124.0,13397653.5,0,0,0.0
8119,2017,Málaga,N-340,Carretera convencional,295.23,302.68,7.45,1241.0,1191.0,50.0,3374589.3,1,1,29.633236
8120,2017,Granada,N-340,Carretera convencional,302.68,305.91,3.23,867.0,832.0,35.0,1022149.6,1,1,97.833037
8121,2017,Granada,N-340,Carretera convencional,305.91,312.9,6.99,6515.0,6247.0,268.0,16622045.2,3,1,18.048321
8122,2017,Granada,N-340,Carretera convencional,312.9,314.9,2.0,6515.0,6247.0,268.0,4755950.0,4,1,84.105174
8123,2017,Granada,N-340,Carretera convencional,314.9,323.13,8.23,13441.0,12886.0,555.0,40376092.0,9,1,22.290419
8124,2017,Granada,N-340,Carretera convencional,323.13,328.91,5.78,9583.0,9222.0,361.0,20217255.1,4,1,19.78508
8125,2017,Granada,N-340,Carretera convencional,328.91,332.67,3.76,19069.0,18349.0,720.0,26170295.6,3,1,11.463378
8126,2017,Granada,N-340,Carretera convencional,332.67,335.54,2.87,8828.0,8273.0,555.0,9247771.4,5,1,54.06708
8127,2017,Granada,N-340,Carretera convencional,335.54,355.0,19.46,5720.0,5360.0,360.0,40628588.0,8,1,19.690569
8128,2017,Granada,N-340,Carretera convencional,358.25,373.05,14.8,893.0,832.0,61.0,4823986.0,2,1,41.45949
8129,2017,Granada,N-340,Carretera convencional,374.65,377.69,3.04,530.0,494.0,36.0,588088.0,0,0,0.0
