TRAMO_ID;anio;provincia;carretera;pk_inicio_km;pk_fin_km;imd_total;tipo_via;proporcion_pesados;EN_TEST_COMUN;MOTIVOS_EXCLUSION_EVALUACION;ESTADO_PREDICCION;PROB_ACCIDENTE_TRAMO_ANIO;FUERA_RANGO_TRAIN;INTERVALO_ID;CLAVE_TRAMO_ANIO;VERSION_MODELO;IMD_IMPUTADO
IMD_39888;2024;Sevilla;A-4;506.1;507.8;22031.0;Autopista_autovia;0.2481957242067995;True;;OK;0.4369854045247516;False;Sevilla|A-4|506.1|507.8;Sevilla|A-4|506.1|507.8|2024;v2 | Random Forest | Base;False
IMD_39889;2024;Sevilla;A-4;507.8;511.3;34509.0;Autopista_autovia;0.1749978266539163;True;;OK;0.8259233727072299;False;Sevilla|A-4|507.8|511.3;Sevilla|A-4|507.8|511.3|2024;v2 | Random Forest | Base;False
IMD_39890;2024;Sevilla;A-4;511.3;513.8;37296.0;Autopista_autovia;0.1508472758472758;True;;OK;0.7863869401265303;False;Sevilla|A-4|511.3|513.8;Sevilla|A-4|511.3|513.8|2024;v2 | Random Forest | Base;False
IMD_39891;2024;Sevilla;A-4;513.8;520.5;37296.0;Autopista_autovia;0.1508472758472758;True;;OK;0.9418618648724829;False;Sevilla|A-4|513.8|520.5;Sevilla|A-4|513.8|520.5|2024;v2 | Random Forest | Base;False
IMD_39892;2024;Sevilla;A-4;520.5;526.0;50987.0;Autopista_autovia;0.1077921823209837;True;;OK;0.9714219493496796;False;Sevilla|A-4|520.5|526;Sevilla|A-4|520.5|526|2024;v2 | Random Forest | Base;False
IMD_39893;2024;Sevilla;A-4;526.0;528.4;50987.0;Autopista_autovia;0.1077921823209837;True;;OK;0.8700398919057263;False;Sevilla|A-4|526|528.4;Sevilla|A-4|526|528.4|2024;v2 | Random Forest | Base;False
IMD_39894;2024;Sevilla;A-4;528.4;532.3;53812.0;Autopista_autovia;0.0750390247528432;True;;OK;0.9580298552310816;False;Sevilla|A-4|528.4|532.3;Sevilla|A-4|528.4|532.3|2024;v2 | Random Forest | Base;False
IMD_39895;2024;Sevilla;A-4;532.3;533.8;73531.0;Autopista_autovia;0.0322993023350695;True;;OK;0.7994771078452372;False;Sevilla|A-4|532.3|533.8;Sevilla|A-4|532.3|533.8|2024;v2 | Random Forest | Base;False
IMD_39896;2024;Sevilla;A-4;533.8;534.9;73531.0;Autopista_autovia;0.0322993023350695;True;;OK;0.7712231281358585;False;Sevilla|A-4|533.8|534.9;Sevilla|A-4|533.8|534.9|2024;v2 | Random Forest | Base;False
IMD_39897;2024;Sevilla;A-4;534.9;536.7;73531.0;Autopista_autovia;0.0322993023350695;True;;OK;0.7936321355754015;False;Sevilla|A-4|534.9|536.7;Sevilla|A-4|534.9|536.7|2024;v2 | Random Forest | Base;False
IMD_39898;2024;Sevilla;A-4;544.68;549.2;60084.0;Autopista_autovia;0.0563045070235004;True;;OK;0.9427783791606024;False;Sevilla|A-4|544.68|549.2;Sevilla|A-4|544.68|549.2|2024;v2 | Random Forest | Base;False
IMD_39899;2024;Sevilla;A-4;549.2;552.7;49145.0;Autopista_autovia;0.0922779529962356;True;;OK;0.948610502304654;False;Sevilla|A-4|549.2|552.7;Sevilla|A-4|549.2|552.7|2024;v2 | Random Forest | Base;False
IMD_39900;2024;Sevilla;A-4;552.7;558.5;47890.0;Autopista_autovia;0.1011275840467738;True;;OK;0.9637232711445839;False;Sevilla|A-4|552.7|558.5;Sevilla|A-4|552.7|558.5|2024;v2 | Random Forest | Base;False
IMD_39901;2024;Sevilla;A-4;558.5;560.62;15810.0;Autopista_autovia;0.0732447817836812;True;;OK;0.44454921184133683;False;Sevilla|A-4|558.5|560.62;Sevilla|A-4|558.5|560.62|2024;v2 | Random Forest | Base;False
IMD_39902;2024;Sevilla;A-4;560.62;562.749;15810.0;Autopista_autovia;0.0732447817836812;True;;OK;0.44698510927723417;False;Sevilla|A-4|560.62|562.749;Sevilla|A-4|560.62|562.749|2024;v2 | Random Forest | Base;False
IMD_39903;2024;Sevilla;A-4;562.749;566.341;13807.0;Autopista_autovia;0.0767002245237922;True;;OK;0.5464497086031246;False;Sevilla|A-4|562.749|566.341;Sevilla|A-4|562.749|566.341|2024;v2 | Random Forest | Base;False
IMD_39904;2024;Sevilla;A-4;566.341;566.5;4536.0;Autopista_autovia;0.1192680776014109;True;;OK;0.25790694246658064;False;Sevilla|A-4|566.341|566.5;Sevilla|A-4|566.341|566.5|2024;v2 | Random Forest | Base;False
IMD_39905;2024;Cádiz;A-4;627.87;628.5;7514.0;Autopista_autovia;0.128160766569071;True;;OK;0.2009338429798812;False;Cádiz|A-4|627.87|628.5;Cádiz|A-4|627.87|628.5|2024;v2 | Random Forest | Base;False
IMD_39906;2024;Cádiz;A-4;628.5;631.2;10441.0;Autopista_autovia;0.0988411071736423;True;;OK;0.40206432940092024;False;Cádiz|A-4|628.5|631.2;Cádiz|A-4|628.5|631.2|2024;v2 | Random Forest | Base;False
IMD_39907;2024;Cádiz;A-4;631.2;632.3;30070.0;Autopista_autovia;0.0771865646824077;True;;OK;0.34658297165132396;False;Cádiz|A-4|631.2|632.3;Cádiz|A-4|631.2|632.3|2024;v2 | Random Forest | Base;False
IMD_39908;2024;Cádiz;A-4;632.3;634.9;30070.0;Autopista_autovia;0.0771865646824077;True;;OK;0.6946012119788122;False;Cádiz|A-4|632.3|634.9;Cádiz|A-4|632.3|634.9|2024;v2 | Random Forest | Base;False
IMD_39909;2024;Cádiz;A-4;634.9;637.4;30070.0;Autopista_autovia;0.0771865646824077;True;;OK;0.6792723150828008;False;Cádiz|A-4|634.9|637.4;Cádiz|A-4|634.9|637.4|2024;v2 | Random Forest | Base;False
IMD_39910;2024;Cádiz;A-4;637.4;639.3;41532.0;Autopista_autovia;0.064095155542714;True;;OK;0.6875272249960375;False;Cádiz|A-4|637.4|639.3;Cádiz|A-4|637.4|639.3|2024;v2 | Random Forest | Base;False
IMD_39911;2024;Cádiz;A-4;639.3;641.6;41532.0;Autopista_autovia;0.064095155542714;True;;OK;0.7681853352833543;False;Cádiz|A-4|639.3|641.6;Cádiz|A-4|639.3|641.6|2024;v2 | Random Forest | Base;False
IMD_39912;2024;Cádiz;A-4;641.6;645.0;27721.0;Autopista_autovia;0.0652573860971826;True;;OK;0.6875651716363176;False;Cádiz|A-4|641.6|645;Cádiz|A-4|641.6|645|2024;v2 | Random Forest | Base;False
IMD_39913;2024;Cádiz;A-4;645.0;645.8;53094.0;Autopista_autovia;0.0448449919011564;True;;OK;0.4916330133852287;False;Cádiz|A-4|645|645.8;Cádiz|A-4|645|645.8|2024;v2 | Random Forest | Base;False
IMD_39914;2024;Cádiz;A-4;645.8;649.3;32155.0;Autopista_autovia;0.054175089410667;True;;OK;0.6666418171106663;False;Cádiz|A-4|645.8|649.3;Cádiz|A-4|645.8|649.3|2024;v2 | Random Forest | Base;False
IMD_39915;2024;Cádiz;A-4;649.3;654.9;39566.0;Autopista_autovia;0.05547692463226;True;;OK;0.8005184793173369;False;Cádiz|A-4|649.3|654.9;Cádiz|A-4|649.3|654.9|2024;v2 | Random Forest | Base;False
IMD_39916;2024;Cádiz;A-4;654.9;657.9;31163.0;Autopista_autovia;0.0485511664473895;True;;OK;0.7854755607950028;False;Cádiz|A-4|654.9|657.9;Cádiz|A-4|654.9|657.9|2024;v2 | Random Forest | Base;False
IMD_39917;2024;Cádiz;A-4;657.9;660.4;45378.0;Autopista_autovia;0.0524262858653973;True;;OK;0.7699003670352347;False;Cádiz|A-4|657.9|660.4;Cádiz|A-4|657.9|660.4|2024;v2 | Random Forest | Base;False
IMD_39918;2024;Cádiz;A-4;660.4;663.6;45378.0;Autopista_autovia;0.0524262858653973;True;;OK;0.7866925562141396;False;Cádiz|A-4|660.4|663.6;Cádiz|A-4|660.4|663.6|2024;v2 | Random Forest | Base;False
IMD_39919;2024;Cádiz;A-4;663.6;669.19;46335.0;Autopista_autovia;0.0549476637531024;True;;OK;0.7907393893373347;False;Cádiz|A-4|663.6|669.19;Cádiz|A-4|663.6|669.19|2024;v2 | Random Forest | Base;False
IMD_39920;2024;Toledo;A-40;89.24;93.9;10557.0;Autopista_autovia;0.1777019986738656;True;;OK;0.4753996136300077;False;Toledo|A-40|89.24|93.9;Toledo|A-40|89.24|93.9|2024;v2 | Random Forest | Base;False
IMD_39921;2024;Toledo;A-40;93.9;99.3;13078.0;Autopista_autovia;0.1117907936993424;True;;OK;0.5666624448478399;False;Toledo|A-40|93.9|99.3;Toledo|A-40|93.9|99.3|2024;v2 | Random Forest | Base;False
IMD_39922;2024;Toledo;A-40;99.3;101.2;13078.0;Autopista_autovia;0.1117907936993424;True;;OK;0.3269925114687044;False;Toledo|A-40|99.3|101.2;Toledo|A-40|99.3|101.2|2024;v2 | Random Forest | Base;False
IMD_39923;2024;Toledo;A-40;101.2;103.7;13078.0;Autopista_autovia;0.1117907936993424;True;;OK;0.4250898930852492;False;Toledo|A-40|101.2|103.7;Toledo|A-40|101.2|103.7|2024;v2 | Random Forest | Base;False
IMD_39924;2024;Toledo;A-40;103.7;108.2;17082.0;Autopista_autovia;0.1106427818756585;True;;OK;0.7203259427116432;False;Toledo|A-40|103.7|108.2;Toledo|A-40|103.7|108.2|2024;v2 | Random Forest | Base;False
IMD_39925;2024;Toledo;A-40;108.2;117.6;17082.0;Autopista_autovia;0.1106427818756585;True;;OK;0.9074590537270686;False;Toledo|A-40|108.2|117.6;Toledo|A-40|108.2|117.6|2024;v2 | Random Forest | Base;False
IMD_39926;2024;Toledo;A-40;117.6;119.0;17082.0;Autopista_autovia;0.1106427818756585;True;;OK;0.37406054935799843;False;Toledo|A-40|117.6|119;Toledo|A-40|117.6|119|2024;v2 | Random Forest | Base;False
IMD_39927;2024;Toledo;A-40;119.0;127.1;4548.0;Autopista_autovia;0.1512752858399296;True;;OK;0.4327637504656036;False;Toledo|A-40|119|127.1;Toledo|A-40|119|127.1|2024;v2 | Random Forest | Base;False
IMD_39928;2024;Toledo;A-40;127.1;130.2;4750.0;Autopista_autovia;0.1532631578947368;True;;OK;0.2080831577594303;False;Toledo|A-40|127.1|130.2;Toledo|A-40|127.1|130.2|2024;v2 | Random Forest | Base;False
IMD_39929;2024;Toledo;A-40;130.2;132.8;1222.0;Autopista_autovia;0.23240589198036;True;;OK;0.10725748256040189;False;Toledo|A-40|130.2|132.8;Toledo|A-40|130.2|132.8|2024;v2 | Random Forest | Base;False
IMD_39930;2024;Toledo;A-40;132.8;137.99;1112.0;Autopista_autovia;0.0359712230215827;True;;OK;0.17440009396636827;False;Toledo|A-40|132.8|137.99;Toledo|A-40|132.8|137.99|2024;v2 | Random Forest | Base;False
IMD_39931;2024;Toledo;A-40;137.99;141.07;1632.0;Autopista_autovia;0.0661764705882353;True;;OK;0.1478573775750547;False;Toledo|A-40|137.99|141.07;Toledo|A-40|137.99|141.07|2024;v2 | Random Forest | Base;False
IMD_39932;2024;Toledo;A-40;180.055;182.0;652.0;Autopista_autovia;0.1641104294478527;True;;OK;0.10308285119254529;False;Toledo|A-40|180.055|182;Toledo|A-40|180.055|182|2024;v2 | Random Forest | Base;False
IMD_39933;2024;Toledo;A-40;182.0;184.0;652.0;Autopista_autovia;0.1641104294478527;True;;OK;0.10040316130509028;False;Toledo|A-40|182|184;Toledo|A-40|182|184|2024;v2 | Random Forest | Base;False
IMD_39934;2024;Toledo;A-40;184.0;186.2;8006.0;Autopista_autovia;0.1968523607294529;True;;OK;0.21450389152584964;False;Toledo|A-40|184|186.2;Toledo|A-40|184|186.2|2024;v2 | Random Forest | Base;False
IMD_39935;2024;Toledo;A-40;186.2;189.9;8006.0;Autopista_autovia;0.1968523607294529;True;;OK;0.3649841097798769;False;Toledo|A-40|186.2|189.9;Toledo|A-40|186.2|189.9|2024;v2 | Random Forest | Base;False
IMD_39936;2024;Toledo;A-40;189.9;194.0;8006.0;Autopista_autovia;0.1968523607294529;True;;OK;0.3837771590087258;False;Toledo|A-40|189.9|194;Toledo|A-40|189.9|194|2024;v2 | Random Forest | Base;False
IMD_39937;2024;Toledo;A-40;194.0;196.0;8006.0;Autopista_autovia;0.1968523607294529;True;;OK;0.2207298851362122;False;Toledo|A-40|194|196;Toledo|A-40|194|196|2024;v2 | Random Forest | Base;False
IMD_39938;2024;Toledo;A-40;196.0;201.6;8006.0;Autopista_autovia;0.1968523607294529;True;;OK;0.42345268370591;False;Toledo|A-40|196|201.6;Toledo|A-40|196|201.6|2024;v2 | Random Forest | Base;False
IMD_39939;2024;Toledo;A-40;201.6;210.3;6188.0;Autopista_autovia;0.2802197802197802;True;;OK;0.5846877784824778;False;Toledo|A-40|201.6|210.3;Toledo|A-40|201.6|210.3|2024;v2 | Random Forest | Base;False
IMD_39940;2024;Toledo;A-40;210.3;213.2;6436.0;Autopista_autovia;0.2747047855811063;True;;OK;0.21939641405122035;False;Toledo|A-40|210.3|213.2;Toledo|A-40|210.3|213.2|2024;v2 | Random Forest | Base;False
IMD_39941;2024;Toledo;A-40;213.2;218.7;6344.0;Autopista_autovia;0.2827868852459016;True;;OK;0.35579999461630407;False;Toledo|A-40|213.2|218.7;Toledo|A-40|213.2|218.7|2024;v2 | Random Forest | Base;False
IMD_39942;2024;Toledo;A-40;218.7;220.7;6344.0;Autopista_autovia;0.2827868852459016;True;;OK;0.1630118197123714;False;Toledo|A-40|218.7|220.7;Toledo|A-40|218.7|220.7|2024;v2 | Random Forest | Base;False
IMD_39943;2024;Cuenca;A-40;220.7;223.3;6344.0;Autopista_autovia;0.2827868852459016;True;;OK;0.2381875163551138;False;Cuenca|A-40|220.7|223.3;Cuenca|A-40|220.7|223.3|2024;v2 | Random Forest | Base;False
IMD_39944;2024;Cuenca;A-40;223.3;228.0;5095.0;Autopista_autovia;0.2818449460255152;True;;OK;0.2595077252004625;False;Cuenca|A-40|223.3|228;Cuenca|A-40|223.3|228|2024;v2 | Random Forest | Base;False
IMD_39945;2024;Cuenca;A-40;230.2;234.9;6299.0;Autopista_autovia;0.094618193364026;True;;OK;0.4260934304429017;False;Cuenca|A-40|230.2|234.9;Cuenca|A-40|230.2|234.9|2024;v2 | Random Forest | Base;False
IMD_39946;2024;Cuenca;A-40;234.9;240.9;6299.0;Autopista_autovia;0.094618193364026;True;;OK;0.464215363671672;False;Cuenca|A-40|234.9|240.9;Cuenca|A-40|234.9|240.9|2024;v2 | Random Forest | Base;False
IMD_39947;2024;Cuenca;A-40;240.9;244.2;6299.0;Autopista_autovia;0.094618193364026;True;;OK;0.27505625934923056;False;Cuenca|A-40|240.9|244.2;Cuenca|A-40|240.9|244.2|2024;v2 | Random Forest | Base;False
IMD_39948;2024;Cuenca;A-40;244.2;254.0;5215.0;Autopista_autovia;0.0972195589645254;True;;OK;0.43027326302868957;False;Cuenca|A-40|244.2|254;Cuenca|A-40|244.2|254|2024;v2 | Random Forest | Base;False
IMD_39949;2024;Cuenca;A-40;254.0;256.5;4536.0;Autopista_autovia;0.0899470899470899;True;;OK;0.2762769736590693;False;Cuenca|A-40|254|256.5;Cuenca|A-40|254|256.5|2024;v2 | Random Forest | Base;False
IMD_39950;2024;Cuenca;A-40;256.5;259.7;4536.0;Autopista_autovia;0.0899470899470899;True;;OK;0.2909204690210807;False;Cuenca|A-40|256.5|259.7;Cuenca|A-40|256.5|259.7|2024;v2 | Random Forest | Base;False
IMD_39951;2024;Cuenca;A-40;259.7;262.7;4536.0;Autopista_autovia;0.0899470899470899;True;;OK;0.2564362042637185;False;Cuenca|A-40|259.7|262.7;Cuenca|A-40|259.7|262.7|2024;v2 | Random Forest | Base;False
IMD_39952;2024;Cuenca;A-40;262.7;270.0;4536.0;Autopista_autovia;0.0899470899470899;True;;OK;0.2777450048612754;False;Cuenca|A-40|262.7|270;Cuenca|A-40|262.7|270|2024;v2 | Random Forest | Base;False
IMD_39953;2024;Cuenca;A-40;270.0;276.3;4448.0;Autopista_autovia;0.0906025179856115;True;;OK;0.2987719087257159;False;Cuenca|A-40|270|276.3;Cuenca|A-40|270|276.3|2024;v2 | Random Forest | Base;False
IMD_39954;2024;Cuenca;A-40;276.3;280.8;4914.0;Autopista_autovia;0.0775335775335775;True;;OK;0.40403229085174996;False;Cuenca|A-40|276.3|280.8;Cuenca|A-40|276.3|280.8|2024;v2 | Random Forest | Base;False
IMD_39955;2024;Cuenca;A-40;280.8;286.0;4914.0;Autopista_autovia;0.0775335775335775;True;;OK;0.3195075331543109;False;Cuenca|A-40|280.8|286;Cuenca|A-40|280.8|286|2024;v2 | Random Forest | Base;False
IMD_39956;2024;Cuenca;A-40;286.0;293.2;4984.0;Autopista_autovia;0.1119582664526484;True;;OK;0.3335400457712272;False;Cuenca|A-40|286|293.2;Cuenca|A-40|286|293.2|2024;v2 | Random Forest | Base;False
IMD_39957;2024;Cuenca;A-40;293.2;300.0;5000.0;Autopista_autovia;0.0764;True;;OK;0.38709756133357076;False;Cuenca|A-40|293.2|300;Cuenca|A-40|293.2|300|2024;v2 | Random Forest | Base;False
IMD_39958;2024;Cuenca;A-40;300.0;305.0;6124.0;Autopista_autovia;0.0667864141084258;True;;OK;0.48217306329545095;False;Cuenca|A-40|300|305;Cuenca|A-40|300|305|2024;v2 | Random Forest | Base;False
IMD_39959;2024;Cuenca;A-40;305.0;308.7;9259.0;Autopista_autovia;0.089210497893941;True;;OK;0.3349924134859157;False;Cuenca|A-40|305|308.7;Cuenca|A-40|305|308.7|2024;v2 | Random Forest | Base;False
IMD_39960;2024;Cuenca;A-40;308.7;309.86;9259.0;Autopista_autovia;0.089210497893941;True;;OK;0.15874700060991292;False;Cuenca|A-40|308.7|309.86;Cuenca|A-40|308.7|309.86|2024;v2 | Random Forest | Base;False
IMD_39961;2024;Ciudad Real;A-41;159.7;163.4;10448.0;Autopista_autovia;0.0629785604900459;True;;OK;0.4262195395589977;False;Ciudad Real|A-41|159.7|163.4;Ciudad Real|A-41|159.7|163.4|2024;v2 | Random Forest | Base;False
IMD_39962;2024;Ciudad Real;A-41;163.4;166.7;12800.0;Autopista_autovia;0.091171875;True;;OK;0.4584211689359624;False;Ciudad Real|A-41|163.4|166.7;Ciudad Real|A-41|163.4|166.7|2024;v2 | Random Forest | Base;False
IMD_39963;2024;Ciudad Real;A-41;166.7;171.9;14052.0;Autopista_autovia;0.0794904639908909;True;;OK;0.6090385899866955;False;Ciudad Real|A-41|166.7|171.9;Ciudad Real|A-41|166.7|171.9|2024;v2 | Random Forest | Base;False
IMD_39964;2024;Ciudad Real;A-41;171.9;177.3;10756.0;Autopista_autovia;0.0831164001487541;True;;OK;0.5446036455012826;False;Ciudad Real|A-41|171.9|177.3;Ciudad Real|A-41|171.9|177.3|2024;v2 | Random Forest | Base;False
IMD_39965;2024;Ciudad Real;A-41;177.3;180.0;10756.0;Autopista_autovia;0.0831164001487541;True;;OK;0.27796236357761633;False;Ciudad Real|A-41|177.3|180;Ciudad Real|A-41|177.3|180|2024;v2 | Random Forest | Base;False
IMD_39966;2024;Ciudad Real;A-41;180.0;189.1;9510.0;Autopista_autovia;0.0870662460567823;True;;OK;0.7970820487838034;False;Ciudad Real|A-41|180|189.1;Ciudad Real|A-41|180|189.1|2024;v2 | Random Forest | Base;False
IMD_39967;2024;Ciudad Real;A-41;189.1;194.4;10310.0;Autopista_autovia;0.0998060135790494;True;;OK;0.5437339113107179;False;Ciudad Real|A-41|189.1|194.4;Ciudad Real|A-41|189.1|194.4|2024;v2 | Random Forest | Base;False
IMD_39968;2024;Ciudad Real;A-41;194.4;196.8;8213.0;Autopista_autovia;0.0432241568245464;True;;OK;0.23552839458645733;False;Ciudad Real|A-41|194.4|196.8;Ciudad Real|A-41|194.4|196.8|2024;v2 | Random Forest | Base;False
IMD_39969;2024;Ciudad Real;A-41;196.8;196.86;8213.0;Autopista_autovia;0.0432241568245464;True;;OK;0.11945635721524642;False;Ciudad Real|A-41|196.8|196.86;Ciudad Real|A-41|196.8|196.86|2024;v2 | Random Forest | Base;False
IMD_39970;2024;Madrid;A-42;3.71;6.0;137849.0;Autopista_autovia;0.0384623754978273;True;;OK;0.7749379955960712;False;Madrid|A-42|3.71|6;Madrid|A-42|3.71|6|2024;v2 | Random Forest | Base;False
IMD_39971;2024;Madrid;A-42;6.0;6.4;127016.0;Autopista_autovia;0.0593468539396611;True;;OK;0.8373279651048189;False;Madrid|A-42|6|6.4;Madrid|A-42|6|6.4|2024;v2 | Random Forest | Base;False
IMD_39972;2024;Madrid;A-42;6.4;8.9;127016.0;Autopista_autovia;0.0593468539396611;True;;OK;0.9314626173860736;False;Madrid|A-42|6.4|8.9;Madrid|A-42|6.4|8.9|2024;v2 | Random Forest | Base;False
IMD_39973;2024;Madrid;A-42;8.9;9.8;127016.0;Autopista_autovia;0.0593468539396611;True;;OK;0.9351129246230855;False;Madrid|A-42|8.9|9.8;Madrid|A-42|8.9|9.8|2024;v2 | Random Forest | Base;False
IMD_39974;2024;Madrid;A-42;9.8;12.3;119856.0;Autopista_autovia;0.0616740088105726;True;;OK;0.9440338539755219;False;Madrid|A-42|9.8|12.3;Madrid|A-42|9.8|12.3|2024;v2 | Random Forest | Base;False
IMD_39975;2024;Madrid;A-42;12.3;14.4;135855.0;Autopista_autovia;0.0391962018328364;True;;OK;0.8371654082977487;False;Madrid|A-42|12.3|14.4;Madrid|A-42|12.3|14.4|2024;v2 | Random Forest | Base;False
IMD_39976;2024;Madrid;A-42;14.4;15.9;136420.0;Autopista_autovia;0.0616112007037091;True;;OK;0.966591401655472;False;Madrid|A-42|14.4|15.9;Madrid|A-42|14.4|15.9|2024;v2 | Random Forest | Base;False
IMD_39977;2024;Madrid;A-42;15.9;17.1;90376.0;Autopista_autovia;0.05167301053377;True;;OK;0.9174440773859299;False;Madrid|A-42|15.9|17.1;Madrid|A-42|15.9|17.1|2024;v2 | Random Forest | Base;False
IMD_39978;2024;Madrid;A-42;17.1;19.3;90376.0;Autopista_autovia;0.05167301053377;True;;OK;0.962127934761109;False;Madrid|A-42|17.1|19.3;Madrid|A-42|17.1|19.3|2024;v2 | Random Forest | Base;False
IMD_39979;2024;Madrid;A-42;19.3;23.2;73397.0;Autopista_autovia;0.0960120985871357;True;;OK;0.9918168197545626;False;Madrid|A-42|19.3|23.2;Madrid|A-42|19.3|23.2|2024;v2 | Random Forest | Base;False
IMD_39980;2024;Madrid;A-42;23.2;26.5;73397.0;Autopista_autovia;0.0960120985871357;True;;OK;0.9927941233975892;False;Madrid|A-42|23.2|26.5;Madrid|A-42|23.2|26.5|2024;v2 | Random Forest | Base;False
IMD_39981;2024;Madrid;A-42;26.5;30.53;71576.0;Autopista_autovia;0.0994467419246674;True;;OK;0.987611764788167;False;Madrid|A-42|26.5|30.53;Madrid|A-42|26.5|30.53|2024;v2 | Random Forest | Base;False
IMD_39982;2024;Toledo;A-42;30.53;33.5;71576.0;Autopista_autovia;0.0994467419246674;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.8958422830510072;False;Toledo|A-42|30.53|33.5;Toledo|A-42|30.53|33.5|2024;v2 | Random Forest | Base;False
IMD_39983;2024;Toledo;A-42;33.5;35.1;71576.0;Autopista_autovia;0.0994467419246674;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.7976233339962726;False;Toledo|A-42|33.5|35.1;Toledo|A-42|33.5|35.1|2024;v2 | Random Forest | Base;False
IMD_39984;2024;Toledo;A-42;35.1;38.1;57710.0;Autopista_autovia;0.0941951134985271;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.8843012263744425;False;Toledo|A-42|35.1|38.1;Toledo|A-42|35.1|38.1|2024;v2 | Random Forest | Base;False
IMD_39985;2024;Toledo;A-42;38.1;40.6;57710.0;Autopista_autovia;0.0941951134985271;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.8618985768600269;False;Toledo|A-42|38.1|40.6;Toledo|A-42|38.1|40.6|2024;v2 | Random Forest | Base;False
IMD_39986;2024;Toledo;A-42;40.6;47.2;44427.0;Autopista_autovia;0.0986787314020753;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.9569883909918159;False;Toledo|A-42|40.6|47.2;Toledo|A-42|40.6|47.2|2024;v2 | Random Forest | Base;False
IMD_39987;2024;Toledo;A-42;47.2;48.3;44427.0;Autopista_autovia;0.0986787314020753;False;OBJETIVO_AUSENTE | INCIDENCIA_LOCAL_OBJETIVO;OK;0.6663414459458565;False;Toledo|A-42|47.2|48.3;Toledo|A-42|47.2|48.3|2024;v2 | Random Forest | Base;False
IMD_39988;2024;Toledo;A-42;48.3;48.9;44427.0;Autopista_autovia;0.0986787314020753;False;OBJETIVO_AUSENTE | INCIDENCIA_LOCAL_OBJETIVO;OK;0.6195479670063377;False;Toledo|A-42|48.3|48.9;Toledo|A-42|48.3|48.9|2024;v2 | Random Forest | Base;False
IMD_39989;2024;Toledo;A-42;48.9;50.8;44427.0;Autopista_autovia;0.0986787314020753;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.7759093701615576;False;Toledo|A-42|48.9|50.8;Toledo|A-42|48.9|50.8|2024;v2 | Random Forest | Base;False
IMD_39990;2024;Toledo;A-42;50.8;55.1;44427.0;Autopista_autovia;0.0986787314020753;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.9602157103058714;False;Toledo|A-42|50.8|55.1;Toledo|A-42|50.8|55.1|2024;v2 | Random Forest | Base;False
IMD_39991;2024;Toledo;A-42;55.1;57.6;44427.0;Autopista_autovia;0.0986787314020753;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.8376095696963403;False;Toledo|A-42|55.1|57.6;Toledo|A-42|55.1|57.6|2024;v2 | Random Forest | Base;False
IMD_39992;2024;Toledo;A-42;57.6;59.3;40324.0;Autopista_autovia;0.0599890883840888;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.7253336281962319;False;Toledo|A-42|57.6|59.3;Toledo|A-42|57.6|59.3|2024;v2 | Random Forest | Base;False
IMD_39993;2024;Toledo;A-42;59.3;64.6;40324.0;Autopista_autovia;0.0599890883840888;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.917527904935223;False;Toledo|A-42|59.3|64.6;Toledo|A-42|59.3|64.6|2024;v2 | Random Forest | Base;False
IMD_39994;2024;Toledo;A-42;64.6;67.4;41621.0;Autopista_autovia;0.0617717017851565;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.8931203371723885;False;Toledo|A-42|64.6|67.4;Toledo|A-42|64.6|67.4|2024;v2 | Random Forest | Base;False
IMD_39995;2024;Toledo;A-42;67.4;68.9;56762.0;Autopista_autovia;0.0543673584440294;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.7481494535723321;False;Toledo|A-42|67.4|68.9;Toledo|A-42|67.4|68.9|2024;v2 | Random Forest | Base;False
IMD_39996;2024;Toledo;A-42;68.9;69.6;56762.0;Autopista_autovia;0.0543673584440294;False;OBJETIVO_AUSENTE | INCIDENCIA_LOCAL_OBJETIVO;OK;0.6130414940878576;False;Toledo|A-42|68.9|69.6;Toledo|A-42|68.9|69.6|2024;v2 | Random Forest | Base;False
IMD_39997;2024;Toledo;A-42;69.6;72.4;67390.0;Autopista_autovia;0.0481377058910817;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.814347749163932;False;Toledo|A-42|69.6|72.4;Toledo|A-42|69.6|72.4|2024;v2 | Random Forest | Base;False
IMD_39998;2024;Toledo;A-42;72.4;75.7;45390.0;Autopista_autovia;0.0641330689579202;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.893932201282979;False;Toledo|A-42|72.4|75.7;Toledo|A-42|72.4|75.7|2024;v2 | Random Forest | Base;False
