TRAMO_ID;INTERVALO_ID;N_ACCIDENTES;HUBO_ACCIDENTE;TIPO_VIA_DETALLE
IMD_39183;Madrid|A-1|12|14;14;1;Autovía
IMD_39184;Madrid|A-1|14|16.8;12;1;Autovía
IMD_39185;Madrid|A-1|16.8|19.2;11;1;Autovía
IMD_39186;Madrid|A-1|19.2|20.4;1;1;Autovía
IMD_39187;Madrid|A-1|20.4|22.7;3;1;Autovía
IMD_39188;Madrid|A-1|22.7|33.7;13;1;Autovía
IMD_39189;Madrid|A-1|33.7|40.2;18;1;Autovía
IMD_39190;Madrid|A-1|40.2|44.1;4;1;Autovía
IMD_39191;Madrid|A-1|44.1|46.3;1;1;Autovía
IMD_39192;Madrid|A-1|46.3|49.9;5;1;Autovía
IMD_39193;Madrid|A-1|49.9|57.1;7;1;Autovía
IMD_39194;Madrid|A-1|57.1|60.1;0;0;Autovía
IMD_39195;Madrid|A-1|60.1|66;0;0;Autovía
IMD_39196;Madrid|A-1|66|67.1;1;1;Autovía
IMD_39197;Madrid|A-1|67.1|68.7;1;1;Autovía
IMD_39198;Madrid|A-1|68.7|71.8;1;1;Autovía
IMD_39199;Madrid|A-1|71.8|73.5;1;1;Autovía
IMD_39200;Madrid|A-1|73.5|76.2;0;0;Autovía
IMD_39201;Madrid|A-1|76.2|79.1;3;1;Autovía
IMD_39202;Madrid|A-1|79.1|83.2;1;1;Autovía
IMD_39203;Madrid|A-1|83.2|85.4;0;0;Autovía
IMD_39204;Madrid|A-1|85.4|87.5;2;1;Autovía
IMD_39205;Madrid|A-1|87.5|90.5;3;1;Autovía
IMD_39206;Madrid|A-1|90.5|95.6;3;1;Autovía
IMD_39207;Segovia|A-1|95.6|98.4;0;0;Autovía
IMD_39208;Segovia|A-1|98.4|100.4;1;1;Autovía
IMD_39209;Segovia|A-1|100.4|103.7;2;1;Autovía
IMD_39210;Segovia|A-1|103.7|109.1;2;1;Autovía
IMD_39211;Segovia|A-1|109.1|115.4;2;1;Autovía
IMD_39212;Segovia|A-1|115.4|116.8;1;1;Autovía
IMD_39213;Segovia|A-1|116.8|120.6;1;1;Autovía
IMD_39214;Segovia|A-1|120.6|123.3;1;1;Autovía
IMD_39215;Segovia|A-1|123.3|130;1;1;Autovía
IMD_39216;Segovia|A-1|130|133.5;3;1;Autovía
IMD_39217;Segovia|A-1|133.5|136.8;1;1;Autovía
IMD_39218;Segovia|A-1|136.8|140;0;0;Autovía
IMD_39219;Segovia|A-1|140|140.82;0;0;Autovía
IMD_39220;Burgos|A-1|140.82|143.4;0;0;Autovía
IMD_39221;Burgos|A-1|143.4|146.3;0;0;Autovía
IMD_39222;Burgos|A-1|146.3|152;1;1;Autovía
IMD_39223;Burgos|A-1|152|153.5;0;0;Autovía
IMD_39224;Burgos|A-1|153.5|157.2;0;0;Autovía
IMD_39225;Burgos|A-1|157.2|158.5;0;0;Autovía
IMD_39226;Burgos|A-1|158.5|163.1;1;1;Autovía
IMD_39227;Burgos|A-1|163.1|167.7;2;1;Autovía
IMD_39228;Burgos|A-1|167.7|171;1;1;Autovía
IMD_39229;Burgos|A-1|171|176.1;3;1;Autovía
IMD_39230;Burgos|A-1|176.1|179.6;1;1;Autovía
IMD_39231;Burgos|A-1|179.6|185;0;0;Autovía
IMD_39232;Burgos|A-1|185|189.5;0;0;Autovía
IMD_39233;Burgos|A-1|189.5|196.2;1;1;Autovía
IMD_39234;Burgos|A-1|196.2|197.6;0;0;Autovía
IMD_39235;Burgos|A-1|197.6|199.2;0;0;Autovía
IMD_39236;Burgos|A-1|199.2|201;1;1;Autovía
IMD_39237;Burgos|A-1|201|202.3;0;0;Autovía
IMD_39238;Burgos|A-1|202.3|209.3;2;1;Autovía
IMD_39239;Burgos|A-1|209.3|213;2;1;Autovía
IMD_39240;Burgos|A-1|213|216.4;1;1;Autovía
IMD_39241;Burgos|A-1|216.4|220.9;0;0;Autovía
IMD_39242;Burgos|A-1|220.9|229.3;1;1;Autovía
IMD_39243;Burgos|A-1|229.3|232.4;1;1;Autovía
IMD_39244;Burgos|A-1|232.4|235;2;1;Autovía
IMD_39245;Burgos|A-1|235|238.2;4;1;Autovía
IMD_39246;Burgos|A-1|238.2|242.5;1;1;Autovía
IMD_39247;Burgos|A-1|242.5|244.5;0;0;Autovía
IMD_39248;Burgos|A-1|244.5|246.5;1;1;Autovía
IMD_39249;Burgos|A-1|246.5|247.3;1;1;Autovía
IMD_39250;Burgos|A-1|247.3|251.7;0;0;Autovía
IMD_39251;Burgos|A-1|251.7|252.8;1;1;Autovía
IMD_39252;Burgos|A-1|329.4|333.5;1;1;Autovía
IMD_39253;Burgos|A-1|333.5|336.7;0;0;Autovía
IMD_39254;Soria|A-11|21.218|26.278;0;0;Autovía
IMD_39255;Soria|A-11|26.278|36.6;0;0;Autovía
IMD_39256;Soria|A-11|36.6|45.3;0;0;Autovía
IMD_39257;Soria|A-11|45.3|53;0;0;Autovía
IMD_39258;Soria|A-11|53|60.6;1;1;Autovía
IMD_39259;Soria|A-11|60.6|64.8;0;0;Autovía
IMD_39260;Soria|A-11|64.8|71.6;1;1;Autovía
IMD_39261;Soria|A-11|71.6|79.3;0;0;Autovía
IMD_39262;Soria|A-11|79.3|83.85;0;0;Autovía
IMD_39263;Burgos|A-11|105.3|111.5;1;1;Autovía
IMD_39264;Burgos|A-11|111.5|112.4;0;0;Autovía
IMD_39265;Burgos|A-11|112.4|112.9;0;0;Autovía
IMD_39266;Burgos|A-11|112.9|119.3;0;0;Autovía
IMD_39267;Valladolid|A-11|343.45|344.2;0;0;Autovía
IMD_39268;Valladolid|A-11|344.2|347;0;0;Autovía
IMD_39269;Valladolid|A-11|347|354;2;1;Autovía
IMD_39270;Valladolid|A-11|354|358.38;0;0;Autovía
IMD_39271;Valladolid|A-11|393.9|395.6;0;0;Autovía
IMD_39272;Valladolid|A-11|395.6|410.2;2;1;Autovía
IMD_39273;Valladolid|A-11|410.2|412.1;0;0;Autovía
IMD_39274;Zamora|A-11|412.1|417.1;0;0;Autovía
IMD_39275;Zamora|A-11|417.1|424.4;0;0;Autovía
IMD_39276;Zamora|A-11|424.4|438;2;1;Autovía
IMD_39277;Zamora|A-11|438|447.7;1;1;Autovía
IMD_39278;Zamora|A-11|447.7|455.82;1;1;Autovía
IMD_39279;Zamora|A-11|461.91|462.7;0;0;Autovía
IMD_39280;Zamora|A-11|462.7|466.5;1;1;Autovía
IMD_39281;Zamora|A-11|466.5|467.3;0;0;Autovía
IMD_39282;Burgos|A-11R|0|1.49;0;0;Convencional
IMD_39283;La Rioja|A-12|78.167|78.9;0;0;Autovía
IMD_39284;La Rioja|A-12|93.535|96;0;0;Autovía
IMD_39285;La Rioja|A-12|96|98.6;0;0;Autovía
IMD_39286;La Rioja|A-12|98.6|101.8;0;0;Autovía
IMD_39287;La Rioja|A-12|101.8|107.9;2;1;Autovía
IMD_39288;La Rioja|A-12|107.9|110.3;2;1;Autovía
IMD_39289;La Rioja|A-12|110.3|113.8;1;1;Autovía
IMD_39290;La Rioja|A-12|113.8|117.5;2;1;Autovía
IMD_39291;La Rioja|A-12|117.5|119.9;0;0;Autovía
IMD_39292;La Rioja|A-12|119.9|124.8;0;0;Autovía
IMD_39293;La Rioja|A-12|124.8|126.8;0;0;Autovía
IMD_39294;La Rioja|A-12|126.8|130;0;0;Autovía
IMD_39295;La Rioja|A-12|130|131.888;1;1;Autovía
IMD_39296;La Rioja|A-13|0|2.5;8;1;Autovía
IMD_39297;La Rioja|A-13|2.5|4.4;2;1;Autovía
IMD_39298;La Rioja|A-13|4.4|5.21;0;0;Autovía
IMD_39299;Lleida|A-14|0|8;0;0;Autovía
IMD_39300;Lleida|A-14|8|16.3;0;0;Autovía
IMD_39301;Lleida|A-14R2|0|2.3;0;0;Convencional
IMD_39302;Soria|A-15|0|1.4;0;0;Autovía
IMD_39303;Soria|A-15|1.4|8.5;0;0;Autovía
IMD_39304;Soria|A-15|8.5|13.4;0;0;Autovía
IMD_39305;Soria|A-15|13.4|23.2;3;1;Autovía
IMD_39306;Soria|A-15|23.2|27.5;0;0;Autovía
IMD_39307;Soria|A-15|27.5|31.8;0;0;Autovía
IMD_39308;Soria|A-15|31.8|35.2;0;0;Autovía
IMD_39309;Soria|A-15|35.2|38.2;0;0;Autovía
IMD_39310;Soria|A-15|38.2|39.2;0;0;Autovía
IMD_39311;Soria|A-15|39.2|41.1;0;0;Autovía
IMD_39312;Soria|A-15|41.1|43.6;0;0;Autovía
IMD_39313;Soria|A-15|43.6|55.4;0;0;Autovía
IMD_39314;Soria|A-15|55.4|61.7;0;0;Autovía
IMD_39315;Soria|A-15|61.7|63.79;0;0;Autovía
IMD_39316;Soria|A-15|98.125|100.3;0;0;Autovía
IMD_39317;Soria|A-15|100.3|105.7;0;0;Autovía
IMD_39318;Soria|A-15|105.7|107.44;0;0;Autovía
IMD_39319;Madrid|A-1A|40|43.9;1;1;Multicarril
IMD_39320;Madrid|A-1A|43.9|47.2;1;1;Multicarril
IMD_39321;Madrid|A-2|5.9|10.1;7;1;Autovía
IMD_39322;Madrid|A-2|10.1|14.8;17;1;Autovía
IMD_39323;Madrid|A-2|14.8|16.8;8;1;Autovía
IMD_39324;Madrid|A-2|16.8|17.732;2;1;Autovía
IMD_39325;Madrid|A-2|17.732|20.1;11;1;Autovía
IMD_39326;Madrid|A-2|20.1|21.3;3;1;Autovía
IMD_39327;Madrid|A-2|21.3|23.4;7;1;Autovía
IMD_39328;Madrid|A-2|23.4|27.8;19;1;Autovía
IMD_39329;Madrid|A-2|27.8|31.3;10;1;Autovía
IMD_39330;Madrid|A-2|31.3|38.1;18;1;Autovía
IMD_39331;Madrid|A-2|38.1|38.76;3;1;Autovía
IMD_39332;Guadalajara|A-2|38.76|41.6;7;1;Autovía
IMD_39333;Guadalajara|A-2|41.6|44;9;1;Autovía
IMD_39334;Guadalajara|A-2|44|47.3;6;1;Autovía
IMD_39335;Guadalajara|A-2|47.3|50.5;15;1;Autovía
IMD_39336;Guadalajara|A-2|50.5|54.705;13;1;Autovía
IMD_39337;Guadalajara|A-2|54.705|58.1;3;1;Autovía
IMD_39338;Guadalajara|A-2|58.1|60.3;1;1;Autovía
IMD_39339;Guadalajara|A-2|60.3|73.2;13;1;Autovía
IMD_39340;Guadalajara|A-2|73.2|82.7;3;1;Autovía
IMD_39341;Guadalajara|A-2|82.7|94.4;2;1;Autovía
IMD_39342;Guadalajara|A-2|94.4|101.2;2;1;Autovía
IMD_39343;Guadalajara|A-2|101.2|103.2;0;0;Autovía
IMD_39344;Guadalajara|A-2|103.2|116.8;5;1;Autovía
IMD_39345;Guadalajara|A-2|116.8|118.5;0;0;Autovía
IMD_39346;Guadalajara|A-2|118.5|126;1;1;Autovía
IMD_39347;Guadalajara|A-2|126|131.6;0;0;Autovía
IMD_39348;Guadalajara|A-2|131.6|134.3;1;1;Autovía
IMD_39349;Guadalajara|A-2|134.3|139.4;1;1;Autovía
IMD_39350;Soria|A-2|139.4|141.1;0;0;Autovía
IMD_39351;Soria|A-2|141.1|145.2;0;0;Autovía
IMD_39352;Soria|A-2|145.2|149.9;0;0;Autovía
IMD_39353;Soria|A-2|149.9|153.9;0;0;Autovía
IMD_39354;Soria|A-2|153.9|169.5;1;1;Autovía
IMD_39355;Soria|A-2|169.5|173.3;0;0;Autovía
IMD_39356;Soria|A-2|173.3|176.1;0;0;Autovía
IMD_39357;Soria|A-2|176.1|178.4;0;0;Autovía
IMD_39358;Soria|A-2|178.4|180.97;0;0;Autovía
IMD_39359;Zaragoza|A-2|180.97|185.7;0;0;Autovía
IMD_39360;Zaragoza|A-2|185.7|192.3;0;0;Autovía
IMD_39361;Zaragoza|A-2|192.3|200;1;1;Autovía
IMD_39362;Zaragoza|A-2|200|203;1;1;Autovía
IMD_39363;Zaragoza|A-2|203|203.9;0;0;Autovía
IMD_39364;Zaragoza|A-2|203.9|210.6;1;1;Autovía
IMD_39365;Zaragoza|A-2|210.6|217.5;1;1;Autovía
IMD_39366;Zaragoza|A-2|217.5|226.3;2;1;Autovía
IMD_39367;Zaragoza|A-2|226.3|230.2;1;1;Autovía
IMD_39368;Zaragoza|A-2|230.2|232.6;0;0;Autovía
IMD_39369;Zaragoza|A-2|232.6|236.6;0;0;Autovía
IMD_39370;Zaragoza|A-2|236.6|242.378;2;1;Autovía
IMD_39371;Zaragoza|A-2|242.378|243.6;0;0;Autovía
IMD_39372;Zaragoza|A-2|243.6|254;2;1;Autovía
IMD_39373;Zaragoza|A-2|254|260;1;1;Autovía
IMD_39374;Zaragoza|A-2|260|261;0;0;Autovía
IMD_39375;Zaragoza|A-2|261|268.8;3;1;Autovía
IMD_39376;Zaragoza|A-2|268.8|270.5;1;1;Autovía
IMD_39377;Zaragoza|A-2|270.5|276.5;2;1;Autovía
IMD_39378;Zaragoza|A-2|276.5|287.7;4;1;Autovía
IMD_39379;Zaragoza|A-2|287.7|297.411;5;1;Autovía
IMD_39380;Zaragoza|A-2|297.411|299.314;1;1;Autovía
IMD_39381;Zaragoza|A-2|299.314|308.165;7;1;Autovía
IMD_39382;Zaragoza|A-2|308.165|310.1;2;1;Autovía
IMD_39383;Zaragoza|A-2|310.1|311.4;4;1;Autovía
IMD_39384;Zaragoza|A-2|311.4|312;1;1;Autovía
IMD_39385;Zaragoza|A-2|312|314.9;9;1;Autovía
IMD_39386;Zaragoza|A-2|314.9|316.675;0;0;Autovía
IMD_39387;Zaragoza|A-2|316.675|317.8;2;1;Autovía
IMD_39388;Zaragoza|A-2|317.8|321.8;17;1;Autovía
IMD_39389;Zaragoza|A-2|321.8|322.5;2;1;Autovía
IMD_39390;Zaragoza|A-2|322.5|325;8;1;Autovía
IMD_39391;Zaragoza|A-2|325|327;6;1;Autovía
IMD_39392;Zaragoza|A-2|327|330.4;2;1;Autovía
IMD_39393;Zaragoza|A-2|330.4|339.3;7;1;Autovía
IMD_39394;Zaragoza|A-2|339.3|340;0;0;Autovía
IMD_39395;Huesca|A-2|431.01|432.7;0;0;Autovía
IMD_39396;Huesca|A-2|432.7|436.2;0;0;Autovía
IMD_39397;Huesca|A-2|436.2|439.9;0;0;Autovía
IMD_39398;Huesca|A-2|439.9|441.1;1;1;Autovía
IMD_39399;Huesca|A-2|441.1|443.758;2;1;Autovía
IMD_39400;Lleida|A-2|443.758|445.7;1;1;Autovía
IMD_39401;Lleida|A-2|445.7|450.9;4;1;Autovía
IMD_39402;Lleida|A-2|450.9|458.7;5;1;Autovía
IMD_39403;Lleida|A-2|458.7|461.6;5;1;Autovía
IMD_39404;Lleida|A-2|461.6|463.4;3;1;Autovía
IMD_39405;Lleida|A-2|463.4|465.6;0;0;Autovía
IMD_39406;Lleida|A-2|465.6|467.5;1;1;Autovía
IMD_39407;Lleida|A-2|467.5|470.6;3;1;Autovía
IMD_39408;Lleida|A-2|470.6|477.2;5;1;Autovía
IMD_39409;Lleida|A-2|477.2|484.2;10;1;Autovía
IMD_39410;Lleida|A-2|484.2|492.4;12;1;Autovía
IMD_39411;Lleida|A-2|492.4|494.8;2;1;Autovía
IMD_39412;Lleida|A-2|494.8|501.6;7;1;Autovía
IMD_39413;Lleida|A-2|501.6|503.5;4;1;Autovía
IMD_39414;Lleida|A-2|503.5|506.9;6;1;Autovía
IMD_39415;Lleida|A-2|506.9|509.5;3;1;Autovía
IMD_39416;Lleida|A-2|509.5|513.6;3;1;Autovía
IMD_39417;Lleida|A-2|513.6|516.7;3;1;Autovía
IMD_39418;Lleida|A-2|516.7|518.6;3;1;Autovía
IMD_39419;Lleida|A-2|518.6|519.5;0;0;Autovía
IMD_39420;Lleida|A-2|519.5|524.5;5;1;Autovía
IMD_39421;Lleida|A-2|524.5|526.5;1;1;Autovía
IMD_39422;Lleida|A-2|526.5|530.722;3;1;Autovía
IMD_39423;Barcelona|A-2|530.722|531.6;0;0;Autovía
IMD_39424;Barcelona|A-2|531.6|532.5;0;0;Autovía
IMD_39425;Barcelona|A-2|532.5|537.6;2;1;Autovía
IMD_39426;Barcelona|A-2|537.6|545.7;1;1;Autovía
IMD_39427;Barcelona|A-2|545.7|549.5;5;1;Autovía
IMD_39428;Barcelona|A-2|549.5|553.7;3;1;Autovía
IMD_39429;Barcelona|A-2|553.7|555.2;2;1;Autovía
IMD_39430;Barcelona|A-2|555.2|556.6;0;0;Autovía
IMD_39431;Barcelona|A-2|556.6|563.8;10;1;Autovía
IMD_39432;Barcelona|A-2|563.8|568.3;7;1;Autovía
IMD_39433;Barcelona|A-2|568.3|571.4;10;1;Autovía
IMD_39434;Barcelona|A-2|571.4|575.5;12;1;Autovía
IMD_39435;Barcelona|A-2|575.5|576.2;2;1;Autovía
IMD_39436;Barcelona|A-2|576.2|579.7;3;1;Autovía
IMD_39437;Barcelona|A-2|579.7|581.2;6;1;Autovía
IMD_39438;Barcelona|A-2|581.2|582.2;9;1;Autovía
IMD_39439;Barcelona|A-2|582.2|584.4;16;1;Autovía
IMD_39440;Barcelona|A-2|584.4|587;14;1;Autovía
IMD_39441;Barcelona|A-2|587|592.2;22;1;Autovía
IMD_39442;Barcelona|A-2|592.2|593.8;5;1;Autovía
IMD_39443;Barcelona|A-2|593.8|595.7;15;1;Autovía
IMD_39444;Barcelona|A-2|595.7|598.7;8;1;Autovía
IMD_39445;Barcelona|A-2|598.7|601.8;15;1;Autovía
IMD_39446;Barcelona|A-2|601.8|604;25;1;Autovía
IMD_39447;Barcelona|A-2|604|607.2;73;1;Autovía
IMD_39448;Barcelona|A-2|607.2|609.1;50;1;Autovía
IMD_39449;Barcelona|A-2|609.1|610.69;30;1;Autovía
IMD_39450;Girona|A-2|692.208|694.4;1;1;Autovía
IMD_39451;Girona|A-2|694.4|697.8;0;0;Autovía
IMD_39452;Girona|A-2|697.8|700.2;2;1;Autovía
IMD_39453;Girona|A-2|700.2|702.6;1;1;Autovía
IMD_39454;Girona|A-2|702.6|704.4;2;1;Autovía
IMD_39455;Girona|A-2|704.4|707.269;6;1;Autovía
IMD_39456;Girona|A-2|707.269|709.23;3;1;Autovía
IMD_39457;Girona|A-2|729.2|731.9;0;0;Multicarril
IMD_39458;Girona|A-2|731.9|734;0;0;Multicarril
IMD_39459;Zaragoza|A-21|51.809|55.6;0;0;Autovía
IMD_39460;Zaragoza|A-21|62.68|65.7;0;0;Autovía
IMD_39461;Zaragoza|A-21|65.7|72.679;1;1;Autovía
IMD_39462;Huesca|A-21|85.8|92.3;1;1;Autovía
IMD_39463;Huesca|A-21|92.3|96.335;0;0;Autovía
IMD_39464;Huesca|A-21|96.335|101;0;0;Autovía
IMD_39465;Lleida|A-22|0|2.8;4;1;Autovía
IMD_39466;Lleida|A-22|2.8|12.1;1;1;Autovía
IMD_39467;Lleida|A-22|12.1|16.4;0;0;Autovía
IMD_39468;Lleida|A-22|16.4|19.173;0;0;Autovía
IMD_39469;Huesca|A-22|19.173|21.3;0;0;Autovía
IMD_39470;Huesca|A-22|21.3|26.8;1;1;Autovía
IMD_39471;Huesca|A-22|26.8|32.9;2;1;Autovía
IMD_39472;Huesca|A-22|32.9|39.5;1;1;Autovía
IMD_39473;Huesca|A-22|39.5|43.7;1;1;Autovía
IMD_39474;Huesca|A-22|43.7|47.8;0;0;Autovía
IMD_39475;Huesca|A-22|47.8|51.2;1;1;Autovía
IMD_39476;Huesca|A-22|51.2|57;2;1;Autovía
IMD_39477;Huesca|A-22|57|62.2;0;0;Autovía
IMD_39478;Huesca|A-22|62.2|73;1;1;Autovía
IMD_39479;Huesca|A-22|73|77;0;0;Autovía
IMD_39480;Huesca|A-22|77|81.4;0;0;Autovía
IMD_39481;Huesca|A-22|81.4|88.8;2;1;Autovía
IMD_39482;Huesca|A-22|88.8|93.6;1;1;Autovía
IMD_39483;Huesca|A-22|93.6|94.267;0;0;Autovía
IMD_39484;Lleida|A-22R1|0|0.73;0;0;Convencional
IMD_39485;Lleida|A-22R2|0|0.825;0;0;Convencional
IMD_39486;Valencia|A-23|0.2|1.6;1;1;Autovía
IMD_39487;Valencia|A-23|1.6|2.6;0;0;Autovía
IMD_39488;Valencia|A-23|2.6|7.3;1;1;Autovía
IMD_39489;Valencia|A-23|7.3|13.9;5;1;Autovía
IMD_39490;Valencia|A-23|13.9|16.95;0;0;Autovía
IMD_39491;Castellón|A-23|16.95|18.2;1;1;Autovía
IMD_39492;Castellón|A-23|18.2|21.4;0;0;Autovía
IMD_39493;Castellón|A-23|21.4|27.2;2;1;Autovía
IMD_39494;Castellón|A-23|27.2|30.6;0;0;Autovía
IMD_39495;Castellón|A-23|30.6|32.8;0;0;Autovía
IMD_39496;Castellón|A-23|32.8|36.8;2;1;Autovía
IMD_39497;Castellón|A-23|36.8|41.2;0;0;Autovía
IMD_39498;Castellón|A-23|41.2|46.6;1;1;Autovía
IMD_39499;Castellón|A-23|46.6|57.3;2;1;Autovía
IMD_39500;Castellón|A-23|57.3|62.48;0;0;Autovía
IMD_39501;Teruel|A-23|62.48|62.7;0;0;Autovía
IMD_39502;Teruel|A-23|62.7|70.1;0;0;Autovía
IMD_39503;Teruel|A-23|70.1|71.5;1;1;Autovía
IMD_39504;Teruel|A-23|71.5|75.1;0;0;Autovía
IMD_39505;Teruel|A-23|75.1|77.4;0;0;Autovía
IMD_39506;Teruel|A-23|77.4|89.3;0;0;Autovía
IMD_39507;Teruel|A-23|89.3|92.2;0;0;Autovía
IMD_39508;Teruel|A-23|92.2|100;1;1;Autovía
IMD_39509;Teruel|A-23|100|104.8;1;1;Autovía
IMD_39510;Teruel|A-23|104.8|115.2;3;1;Autovía
IMD_39511;Teruel|A-23|115.2|116.8;0;0;Autovía
IMD_39512;Teruel|A-23|116.8|131.2;1;1;Autovía
IMD_39513;Teruel|A-23|131.2|136.7;1;1;Autovía
IMD_39514;Teruel|A-23|136.7|144;1;1;Autovía
IMD_39515;Teruel|A-23|144|150.5;2;1;Autovía
IMD_39516;Teruel|A-23|150.5|159.8;2;1;Autovía
IMD_39517;Teruel|A-23|159.8|165.2;0;0;Autovía
IMD_39518;Teruel|A-23|165.2|175.8;3;1;Autovía
IMD_39519;Teruel|A-23|175.8|185.2;2;1;Autovía
IMD_39520;Teruel|A-23|185.2|201.6;3;1;Autovía
IMD_39521;Teruel|A-23|201.6|202.6;1;1;Autovía
IMD_39522;Zaragoza|A-23|202.6|206;0;0;Autovía
IMD_39523;Zaragoza|A-23|206|209.2;0;0;Autovía
IMD_39524;Zaragoza|A-23|209.2|215;1;1;Autovía
IMD_39525;Zaragoza|A-23|215|231.7;8;1;Autovía
IMD_39526;Zaragoza|A-23|231.7|240.4;0;0;Autovía
IMD_39527;Zaragoza|A-23|240.4|245.2;1;1;Autovía
IMD_39528;Zaragoza|A-23|245.2|254.6;5;1;Autovía
IMD_39529;Zaragoza|A-23|254.6|262.2;5;1;Autovía
IMD_39530;Zaragoza|A-23|262.2|268.5;2;1;Autovía
IMD_39531;Zaragoza|A-23|268.5|274;1;1;Autovía
IMD_39532;Zaragoza|A-23|274|276.3;3;1;Autovía
IMD_39533;Zaragoza|A-23|276.3|277.6;0;0;Autovía
IMD_39534;Zaragoza|A-23|291.3|295.794;1;1;Autovía
IMD_39535;Zaragoza|A-23|295.794|303.5;3;1;Autovía
IMD_39536;Zaragoza|A-23|303.5|313.3;7;1;Autovía
IMD_39537;Zaragoza|A-23|313.3|316.2;0;0;Autovía
IMD_39538;Zaragoza|A-23|316.2|317.2;0;0;Autovía
IMD_39539;Zaragoza|A-23|317.2|320.4;0;0;Autovía
IMD_39540;Zaragoza|A-23|320.4|326.92;1;1;Autovía
IMD_39541;Huesca|A-23|326.92|327.8;0;0;Autovía
IMD_39542;Huesca|A-23|327.8|332.2;0;0;Autovía
IMD_39543;Huesca|A-23|332.2|341.2;0;0;Autovía
IMD_39544;Huesca|A-23|341.2|351.5;2;1;Autovía
IMD_39545;Huesca|A-23|351.5|355.6;2;1;Autovía
IMD_39546;Huesca|A-23|355.6|356.9;0;0;Autovía
IMD_39547;Huesca|A-23|356.9|360.3;0;0;Autovía
IMD_39548;Huesca|A-23|360.3|361.7;1;1;Autovía
IMD_39549;Huesca|A-23|361.7|363.7;0;0;Autovía
IMD_39550;Huesca|A-23|363.7|368.1;0;0;Autovía
IMD_39551;Huesca|A-23|368.1|372;1;1;Autovía
IMD_39552;Huesca|A-23|372|374.4;0;0;Autovía
IMD_39553;Huesca|A-23|374.4|380.7;3;1;Autovía
IMD_39554;Huesca|A-23|380.7|384;0;0;Autovía
IMD_39555;Huesca|A-23|384|387.35;2;1;Autovía
IMD_39556;Huesca|A-23|387.35|389.2;0;0;Autovía
IMD_39557;Huesca|A-23|389.2|394.7;2;1;Autovía
IMD_39558;Huesca|A-23|403.293|405.9;0;0;Autovía
IMD_39559;Huesca|A-23|405.9|406.45;0;0;Autovía
IMD_39560;Huesca|A-23|413.4|416;1;1;Autovía
IMD_39561;Huesca|A-23|416|423.5;1;1;Autovía
IMD_39562;Huesca|A-23|423.5|424.108;0;0;Autovía
IMD_39563;Girona|A-26|63.24|64;0;0;Convencional
IMD_39564;Girona|A-26|64|67.2;1;1;Autovía
IMD_39565;Girona|A-26|67.2|68.85;0;0;Autovía
IMD_39566;Girona|A-26|68.85|75.1;2;1;Autovía
IMD_39567;Girona|A-26|75.1|79.25;3;1;Autovía
IMD_39568;Girona|A-26|79.25|81.4;0;0;Autovía
IMD_39569;Girona|A-26|81.4|83.93;0;0;Autovía
IMD_39570;Tarragona|A-27|0|0.7;1;1;Autovía
IMD_39571;Tarragona|A-27|0.7|1.6;3;1;Autovía
IMD_39572;Tarragona|A-27|1.6|2.6;5;1;Autovía
IMD_39573;Tarragona|A-27|2.6|3.587;2;1;Autovía
IMD_39574;Tarragona|A-27|3.587|6.2;5;1;Autovía
IMD_39575;Tarragona|A-27|6.2|8.8;4;1;Autovía
IMD_39576;Tarragona|A-27|8.8|12.65;0;0;Autovía
IMD_39577;Tarragona|A-27|12.65|14.9;1;1;Autovía
IMD_39578;Tarragona|A-27|14.9|18.45;1;1;Autovía
IMD_39579;Tarragona|A-27|18.45|20.5;3;1;Autovía
IMD_39580;Tarragona|A-27|20.5|23.191;2;1;Autovía
IMD_39581;Tarragona|A-27|23.191|30.1;3;1;Autovía
IMD_39582;Madrid|A-3|3.8|5.8;0;0;Autovía
IMD_39583;Madrid|A-3|5.8|7.182;3;1;Autovía
IMD_39584;Madrid|A-3|7.182|9.7;12;1;Autovía
IMD_39585;Madrid|A-3|9.7|13.3;16;1;Autovía
IMD_39586;Madrid|A-3|13.3|17.137;22;1;Autovía
IMD_39587;Madrid|A-3|17.137|20.4;16;1;Autovía
IMD_39588;Madrid|A-3|20.4|22.3;12;1;Autovía
IMD_39589;Madrid|A-3|22.3|28.5;17;1;Autovía
IMD_39590;Madrid|A-3|28.5|32.9;5;1;Autovía
IMD_39591;Madrid|A-3|32.9|33.3;0;0;Autovía
IMD_39592;Madrid|A-3|33.3|35.3;1;1;Autovía
IMD_39593;Madrid|A-3|35.3|40.7;3;1;Autovía
IMD_39594;Madrid|A-3|40.7|48.2;17;1;Autovía
IMD_39595;Madrid|A-3|48.2|59.5;6;1;Autovía
IMD_39596;Madrid|A-3|59.5|62;5;1;Autovía
IMD_39597;Madrid|A-3|62|67.8;9;1;Autovía
IMD_39598;Madrid|A-3|67.8|70.7;1;1;Autovía
IMD_39599;Cuenca|A-3|70.7|78.9;2;1;Autovía
IMD_39600;Cuenca|A-3|78.9|80.3;1;1;Autovía
IMD_39601;Cuenca|A-3|80.3|84.5;2;1;Autovía
IMD_39602;Cuenca|A-3|84.5|90.6;0;0;Autovía
IMD_39603;Cuenca|A-3|90.6|103.7;2;1;Autovía
IMD_39604;Cuenca|A-3|103.7|114.6;3;1;Autovía
