TRAMO_ID;INTERVALO_ID;N_ACCIDENTES;HUBO_ACCIDENTE;TIPO_VIA_DETALLE
IMD_41341;Alicante|AP-7|758.3|763.7;0;0;Autopista de peaje
IMD_41342;Alicante|AP-7|763.7|768.2;1;1;Autopista de peaje
IMD_41343;Alicante|AP-7|768.2|770.2;1;1;Autopista libre de peaje para movimientos internos
IMD_41344;Alicante|AP-7|770.2|773.6;2;1;Autopista libre de peaje para movimientos internos
IMD_41345;Alicante|AP-7|773.6|774.35;1;1;Autopista libre de peaje para movimientos internos
IMD_41346;Murcia|AP-7|774.35|775.2;0;0;Autopista libre de peaje para movimientos internos
IMD_41347;Murcia|AP-7|775.2|778;3;1;Autopista libre de peaje para movimientos internos
IMD_41348;Murcia|AP-7|778|780.7;2;1;Autopista libre de peaje para movimientos internos
IMD_41349;Murcia|AP-7|780.7|781.7;2;1;Autopista libre de peaje para movimientos internos
IMD_41350;Murcia|AP-7|781.7|783.9;1;1;Autopista libre de peaje para movimientos internos
IMD_41351;Murcia|AP-7|783.9|786.3;0;0;Autopista libre de peaje para movimientos internos
IMD_41352;Murcia|AP-7|786.3|790.5;2;1;Autopista libre de peaje para movimientos internos
IMD_41353;Murcia|AP-7|790.5|794.6;1;1;Autopista libre de peaje para movimientos internos
IMD_41354;Murcia|AP-7|794.6|796.7;0;0;Autopista libre de peaje para movimientos internos
IMD_41355;Murcia|AP-7|796.7|799.8;0;0;Autopista libre de peaje para movimientos internos
IMD_41356;Murcia|AP-7|799.8|805;1;1;Autopista libre de peaje para movimientos internos
IMD_41357;Murcia|AP-7|805|809.6;0;0;Autopista libre de peaje para movimientos internos
IMD_41358;Murcia|AP-7|809.6|811.8;2;1;Autopista libre de peaje para movimientos internos
IMD_41359;Murcia|AP-7|811.8|814.1;0;0;Autopista libre de peaje para movimientos internos
IMD_41360;Murcia|AP-7|814.1|815.103;1;1;Autopista de peaje
IMD_41361;Murcia|AP-7|815.103|829.1;1;1;Autopista de peaje
IMD_41362;Murcia|AP-7|829.1|844.6;0;0;Autopista de peaje
IMD_41363;Murcia|AP-7|844.6|856.8;1;1;Autopista de peaje
IMD_41364;Murcia|AP-7|856.8|865.5;1;1;Autopista de peaje
IMD_41365;Murcia|AP-7|865.5|877.6;0;0;Autopista de peaje
IMD_41366;Murcia|AP-7|877.6|885.8;1;1;Autopista de peaje
IMD_41367;Almería|AP-7|885.8|889.9;0;0;Autopista de peaje
IMD_41368;Almería|AP-7|889.9|901.4;0;0;Autopista de peaje
IMD_41369;Almería|AP-7|901.4|914.2;1;1;Autopista de peaje
IMD_41370;León|AP-71|0|9.5;0;0;Autopista de peaje
IMD_41371;León|AP-71|9.5|23.3;1;1;Autopista de peaje
IMD_41372;León|AP-71|23.3|34.2;0;0;Autopista de peaje
IMD_41373;León|AP-71|34.2|36.6;0;0;Autopista libre de peaje para movimientos internos
IMD_41374;León|AP-71|36.6|38;0;0;Autopista libre de peaje para movimientos internos
IMD_41375;Murcia|AP-7R|799.79|800.9;0;0;Autopista de peaje
IMD_41376;Murcia|AP-7R|800.9|802.11;0;0;Autopista de peaje
IMD_41377;A Coruña|AP-9|2.5|7.814;17;1;Autopista con peaje bonificado
IMD_41378;A Coruña|AP-9|7.814|12.1;3;1;Autopista con peaje bonificado
IMD_41379;A Coruña|AP-9|12.1|13.8;1;1;Autopista con peaje bonificado
IMD_41380;A Coruña|AP-9|13.8|16.4;3;1;Autopista de peaje
IMD_41381;A Coruña|AP-9|16.4|41.1;9;1;Autopista de peaje
IMD_41382;A Coruña|AP-9|41.1|55.3;4;1;Autopista de peaje
IMD_41383;A Coruña|AP-9|55.3|67;1;1;Autopista de peaje
IMD_41384;A Coruña|AP-9|67|71.7;8;1;Autopista libre de peaje para movimientos internos
IMD_41385;A Coruña|AP-9|71.7|74.7;3;1;Autopista libre de peaje para movimientos internos
IMD_41386;A Coruña|AP-9|74.7|80.8;0;0;Autopista de peaje
IMD_41387;A Coruña|AP-9|80.8|92.8;9;1;Autopista de peaje
IMD_41388;A Coruña|AP-9|92.8|94.6;0;0;Autopista de peaje
IMD_41389;Pontevedra|AP-9|94.6|104.65;0;0;Autopista de peaje
IMD_41390;Pontevedra|AP-9|104.65|109.7;2;1;Autopista de peaje
IMD_41391;Pontevedra|AP-9|109.7|114.1;1;1;Autopista de peaje
IMD_41392;Pontevedra|AP-9|114.1|119.2;1;1;Autopista de peaje
IMD_41393;Pontevedra|AP-9|119.2|128.8;9;1;Autopista de peaje
IMD_41394;Pontevedra|AP-9|128.8|132.2;3;1;Autopista libre de peaje para movimientos internos
IMD_41395;Pontevedra|AP-9|132.2|137.6;4;1;Autopista de peaje
IMD_41396;Pontevedra|AP-9|137.6|146.3;2;1;Autopista de peaje
IMD_41397;Pontevedra|AP-9|146.3|149.2;7;1;Autopista con peaje bonificado
IMD_41398;Pontevedra|AP-9|149.2|151.1;2;1;Autopista con peaje bonificado
IMD_41399;Pontevedra|AP-9|151.1|157.69;15;1;Autopista libre de peaje para movimientos internos
IMD_41400;Pontevedra|AP-9|157.69|159.3;3;1;Autopista libre de peaje para movimientos internos
IMD_41401;Pontevedra|AP-9|159.3|160.7;2;1;Autopista libre de peaje para movimientos internos
IMD_41402;Pontevedra|AP-9|160.7|168.1;1;1;Autopista de peaje
IMD_41403;Pontevedra|AP-9|168.1|177.86;2;1;Autopista de peaje
IMD_41404;A Coruña|AP-9F|0|1.245;0;0;Autopista de peaje
IMD_41405;A Coruña|AP-9F|1.245|2.7;1;1;Autopista de peaje
IMD_41406;A Coruña|AP-9F|2.7|3.1;0;0;Autopista de peaje
IMD_41407;A Coruña|AP-9F|3.1|12.2;1;1;Autopista de peaje
IMD_41408;A Coruña|AP-9F|12.2|21.2;2;1;Autopista de peaje
IMD_41409;A Coruña|AP-9F|21.2|26.9;2;1;Autopista de peaje
IMD_41410;A Coruña|AP-9F|26.9|31.3;4;1;Autopista libre
IMD_41411;A Coruña|AP-9F|31.3|32.6;2;1;Autopista libre
IMD_41412;A Coruña|AP-9F|32.6|34;2;1;Autopista libre
IMD_41413;A Coruña|AP-9F|34|36.2;4;1;Autopista libre
IMD_41414;Pontevedra|AP-9V|0|2.3;4;1;Autopista libre de peaje para movimientos internos
IMD_41415;Pontevedra|AP-9V|2.3|3.6;2;1;Autopista libre de peaje para movimientos internos
IMD_41416;Pontevedra|AP-9V|3.6|5.02;1;1;Autopista libre de peaje para movimientos internos
IMD_41417;Ávila|AV-20|0|3;2;1;Autovía
IMD_41418;Ávila|AV-20|3|6;1;1;Autovía
IMD_41419;Ávila|AV-20|6|6.5;1;1;Autovía
IMD_41420;Ávila|AV-20|6.5|8.2;1;1;Autovía
IMD_41421;Ávila|AV-20|8.2|9.66;1;1;Autovía
IMD_41422;Barcelona|B-10|12.29|17.4;;;Autovía
IMD_41423;Barcelona|B-10|17.4|18.2;;;Autovía
IMD_41424;Barcelona|B-10|18.2|19.6;;;Autovía
IMD_41425;Barcelona|B-10|19.6|20.19;;;Autovía
IMD_41426;Barcelona|B-20|0|0.3;;;Autovía
IMD_41427;Barcelona|B-20|0.3|2.7;;;Autovía
IMD_41428;Barcelona|B-20|2.7|3.5;;;Autovía
IMD_41429;Barcelona|B-20|16.45|23.5;;;Autovía
IMD_41430;Barcelona|B-20|23.5|24.7;;;Autovía
IMD_41431;Barcelona|B-20|24.7|26.86;;;Autovía
IMD_41432;Barcelona|B-22|0.2|1.6;2;1;Autovía
IMD_41433;Barcelona|B-22|1.6|2.3;0;0;Autovía
IMD_41434;Barcelona|B-22|4.5|6.8;7;1;Autovía
IMD_41435;Barcelona|B-23|0|0.2;0;0;Autopista libre
IMD_41436;Barcelona|B-23|0.2|5.9;49;1;Autopista libre
IMD_41437;Barcelona|B-23|5.9|8.4;21;1;Autopista libre
IMD_41438;Barcelona|B-23|8.4|10.64;22;1;Autopista libre
IMD_41439;Barcelona|B-23|10.64|15.49;19;1;Autopista de peaje
IMD_41440;Barcelona|B-24|1.4|7.6;5;1;Autovía
IMD_41441;Barcelona|B-24|7.6|10.64;8;1;Autovía
IMD_41442;Barcelona|B-30|0|0.5;0;0;Autovía
IMD_41443;Barcelona|B-30|0.5|3.1;9;1;Autovía
IMD_41444;Barcelona|B-30|3.1|4;1;1;Autovía
IMD_41445;Barcelona|B-30|4|7;7;1;Autovía
IMD_41446;Barcelona|B-30|7|10.1;51;1;Autovía
IMD_41447;Barcelona|B-30|10.1|11.43;15;1;Autovía
IMD_41448;Barcelona|B-40|0|7.7;6;1;Autovía
IMD_41449;Barcelona|B-40|7.7|11.1;7;1;Autovía
IMD_41450;Barcelona|B-40|11.1|13;3;1;Autovía
IMD_41451;Badajoz|BA-20|0|0.1;0;0;Multicarril
IMD_41452;Badajoz|BA-20|0.1|2.8;1;1;Multicarril
IMD_41453;Badajoz|BA-20|2.8|3.7;0;0;Multicarril
IMD_41454;Badajoz|BA-20|3.7|4.3;0;0;Multicarril
IMD_41455;Badajoz|BA-20|4.3|5.5;0;0;Multicarril
IMD_41456;Badajoz|BA-20|5.5|6;0;0;Multicarril
IMD_41457;Badajoz|BA-20|6|7;0;0;Multicarril
IMD_41458;Badajoz|BA-20|7|7.69;0;0;Multicarril
IMD_41459;Burgos|BU-11|0|1.6;0;0;Multicarril
IMD_41460;Burgos|BU-11|1.6|3.6;0;0;Multicarril
IMD_41461;Burgos|BU-11|3.6|4.08;0;0;Multicarril
IMD_41462;Burgos|BU-11R|2.68|3.55;0;0;Multicarril
IMD_41463;Burgos|BU-12|0|1.31;0;0;Convencional
IMD_41464;Burgos|BU-30|0|1.8;1;1;Autovía
IMD_41465;Burgos|BU-30|1.8|4.2;0;0;Autovía
IMD_41466;Burgos|BU-30|4.2|9.4;0;0;Autovía
IMD_41467;Burgos|BU-30|9.4|17.6;0;0;Autovía
IMD_41468;Burgos|BU-30|17.6|20.2;1;1;Autovía
IMD_41469;Burgos|BU-30|20.2|23.4;0;0;Autovía
IMD_41470;Burgos|BU-30|23.4|25.97;0;0;Autovía
IMD_41471;Burgos|BU-30R|9.2|11;0;0;Autovía
IMD_41472;Cádiz|CA-31|0|2.14;0;0;Multicarril
IMD_41473;Cádiz|CA-32|0|1.3;0;0;Multicarril
IMD_41474;Cádiz|CA-32|1.3|4.2;1;1;Autovía
IMD_41475;Cádiz|CA-32|4.2|4.7;1;1;Autovía
IMD_41476;Cádiz|CA-32|4.7|5.06;0;0;Multicarril
IMD_41477;Cádiz|CA-33|0|7.41;5;1;Multicarril
IMD_41478;Cádiz|CA-33|7.41|13.24;9;1;Autovía
IMD_41479;Cádiz|CA-34|0|3.1;5;1;Multicarril
IMD_41480;Cádiz|CA-35|0|2;1;1;Autovía
IMD_41481;Cádiz|CA-35|2|7;7;1;Autovía
IMD_41482;Cádiz|CA-36|0|2.06;1;1;Autovía
IMD_41483;Cádiz|CA-36|2.06|5.47;0;0;Convencional
IMD_41484;Cádiz|CA-37|0|1.5;0;0;Multicarril
IMD_41485;Córdoba|CO-31|266|268;1;1;Autovía
IMD_41486;Córdoba|CO-31|268|268.9;4;1;Autovía
IMD_41487;Córdoba|CO-32|0|0.8;0;0;Autovía
IMD_41488;Córdoba|CO-32|0.8|3.4;0;0;Autovía
IMD_41489;Córdoba|CO-32|3.4|6.5;0;0;Autovía
IMD_41490;Castellón|CS-22|0|0.8;0;0;Multicarril
IMD_41491;Castellón|CS-22|0.8|2;0;0;Autovía
IMD_41492;Castellón|CS-22|2|2.5;0;0;Autovía
IMD_41493;Castellón|CS-22|2.5|4.6;1;1;Autovía
IMD_41494;Castellón|CS-22|4.6|6.3;4;1;Autovía
IMD_41495;Castellón|CS-22|6.3|8.3;2;1;Autovía
IMD_41496;Castellón|CS-22|8.3|10.22;2;1;Autovía
IMD_41497;Castellón|CS-22|10.22|11.34;0;0;Convencional
IMD_41498;Murcia|CT-31|0|1;0;0;Autovía
IMD_41499;Murcia|CT-31|1|2.349;0;0;Autovía
IMD_41500;Murcia|CT-32|2.63|3.1;1;1;Autovía
IMD_41501;Murcia|CT-32|3.1|3.9;2;1;Autovía
IMD_41502;Murcia|CT-32|3.9|6.2;0;0;Autovía
IMD_41503;Murcia|CT-32|6.2|7.78;0;0;Autovía
IMD_41504;Murcia|CT-33|0|0.5;0;0;Multicarril
IMD_41505;Murcia|CT-33|0.5|2.33;0;0;Multicarril
IMD_41506;Murcia|CT-34|0|0.8;2;1;Multicarril
IMD_41507;Murcia|CT-34|0.8|3.1;0;0;Multicarril
IMD_41508;Murcia|CT-34|3.1|5.8;1;1;Multicarril
IMD_41509;Murcia|CT-34|5.8|7.1;1;1;Multicarril
IMD_41510;Murcia|CT-34|7.1|9.02;0;0;Multicarril
IMD_41511;Alicante|CV-80|16|19;1;1;Autovía
IMD_41512;Alicante|EL-20|0|1.2;3;1;Autovía
IMD_41513;Alicante|EL-20|1.2|2.9;0;0;Autovía
IMD_41514;Alicante|EL-20|2.9|4.2;1;1;Autovía
IMD_41515;A Coruña|FE-11|0|0.7;1;1;Multicarril
IMD_41516;A Coruña|FE-11|0.7|1;0;0;Multicarril
IMD_41517;A Coruña|FE-11|1|4.1;1;1;Multicarril
IMD_41518;A Coruña|FE-11|4.1|6.21;1;1;Multicarril
IMD_41519;A Coruña|FE-12|0|0.8;0;0;Multicarril
IMD_41520;A Coruña|FE-12|0.8|2.14;1;1;Multicarril
IMD_41521;A Coruña|FE-13|0|1.2;4;1;Multicarril
IMD_41522;A Coruña|FE-13|1.2|1.4;0;0;Multicarril
IMD_41523;A Coruña|FE-13|1.4|2.1;0;0;Multicarril
IMD_41524;A Coruña|FE-13|2.1|3.2;5;1;Multicarril
IMD_41525;A Coruña|FE-13|3.2|3.67;0;0;Multicarril
IMD_41526;A Coruña|FE-14|0|1.3;1;1;Multicarril
IMD_41527;A Coruña|FE-14|1.3|4.059;0;0;Multicarril
IMD_41528;A Coruña|FE-14|4.059|4.8;0;0;Multicarril
IMD_41529;A Coruña|FE-15|0|3;1;1;Multicarril
IMD_41530;A Coruña|FE-15|3|3.44;0;0;Multicarril
IMD_41531;Asturias|GJ-10|0|2.7;5;1;Convencional
IMD_41532;Asturias|GJ-10|2.7|4.2;1;1;Convencional
IMD_41533;Asturias|GJ-10|4.2|4.515;1;1;Convencional
IMD_41534;Asturias|GJ-81|1.486|2.8;1;1;Autovía
IMD_41535;Asturias|GJ-81|2.8|4.6;2;1;Autovía
IMD_41536;Granada|GR-14|0|2.426;4;1;Autovía
IMD_41537;Granada|GR-14|2.426|2.9;0;0;Autovía
IMD_41538;Granada|GR-16|0|0.8;0;0;Autovía
IMD_41539;Granada|GR-16|0.8|2;1;1;Autovía
IMD_41540;Granada|GR-16|2|3;0;0;Convencional
IMD_41541;Granada|GR-30|0|0.8;0;0;Autovía
IMD_41542;Granada|GR-30|0.8|1.649;1;1;Autovía
IMD_41543;Granada|GR-30|1.649|3.406;0;0;Autovía
IMD_41544;Granada|GR-30|3.406|5.389;2;1;Autovía
IMD_41545;Granada|GR-30|5.389|5.917;2;1;Autovía
IMD_41546;Granada|GR-30|5.917|7.933;7;1;Autovía
IMD_41547;Granada|GR-30|7.933|9.245;5;1;Autovía
IMD_41548;Granada|GR-30|9.245|12.505;11;1;Autovía
IMD_41549;Granada|GR-30|12.505|15.455;15;1;Autovía
IMD_41550;Granada|GR-30|15.455|16.774;1;1;Autovía
IMD_41551;Granada|GR-30|16.774|23.7;2;1;Autovía
IMD_41552;Granada|GR-30|23.7|26.992;6;1;Autovía
IMD_41553;Granada|GR-43|1.777|8.6;0;0;Autovía
IMD_41554;Granada|GR-43|8.6|8.7;0;0;Autovía
IMD_41555;Granada|GR-43|8.7|12.55;0;0;Autovía
IMD_41556;Huelva|H-30|0|0.3;0;0;Multicarril
IMD_41557;Huelva|H-30|0.3|3.2;4;1;Multicarril
IMD_41558;Huelva|H-30|3.2|8.353;4;1;Multicarril
IMD_41559;Huelva|H-30|8.353|8.9;0;0;Multicarril
IMD_41560;Huelva|H-30|8.9|10.4;3;1;Autovía
IMD_41561;Huelva|H-30|10.4|11.5;1;1;Autovía
IMD_41562;Huelva|H-30|11.5|15.5;5;1;Autovía
IMD_41563;Huelva|H-30|15.5|19.1;3;1;Autovía
IMD_41564;Huelva|H-31|77.6|79.7;2;1;Autovía
IMD_41565;Huelva|H-31|79.7|83.9;0;0;Autovía
IMD_41566;Huelva|H-31|83.9|84.664;1;1;Autovía
IMD_41567;León|LE-11|0|1.35;0;0;Multicarril
IMD_41568;León|LE-11|1.35|1.9;0;0;Autovía
IMD_41569;León|LE-11|1.9|7.4;0;0;Autovía
IMD_41570;León|LE-11|7.4|9;0;0;Convencional
IMD_41571;León|LE-20|142.9|143.5;0;0;Multicarril
IMD_41572;León|LE-20|143.5|144.4;0;0;Multicarril
IMD_41573;León|LE-20|144.4|145.8;0;0;Multicarril
IMD_41574;León|LE-20|145.8|147;0;0;Multicarril
IMD_41575;León|LE-20|147|148.5;0;0;Multicarril
IMD_41576;León|LE-30|0|1;1;1;Autovía
IMD_41577;León|LE-30|1|2.5;0;0;Autovía
IMD_41578;León|LE-30|2.5|3.6;0;0;Autovía
IMD_41579;León|LE-30|3.6|8.8;2;1;Autovía
IMD_41580;León|LE-30|8.8|9.938;0;0;Autovía
IMD_41581;Lleida|LL-11|0|3.3;0;0;Multicarril
IMD_41582;Lleida|LL-11|3.3|5;3;1;Multicarril
IMD_41583;Lleida|LL-11|5|8;5;1;Multicarril
IMD_41584;Lleida|LL-12|0|0.2;1;1;Autovía
IMD_41585;Lleida|LL-12|0.2|2.3;1;1;Autovía
IMD_41586;Lleida|LL-12|2.3|5.7;0;0;Autovía
IMD_41587;La Rioja|LO-20|0|1.9;0;0;Autovía
IMD_41588;La Rioja|LO-20|1.9|6.4;2;1;Autovía
IMD_41589;La Rioja|LO-20|6.4|8.092;6;1;Autovía
IMD_41590;La Rioja|LO-20|8.092|9.1;3;1;Autovía
IMD_41591;La Rioja|LO-20|9.1|11.536;1;1;Autovía
IMD_41592;La Rioja|LO-20|11.536|17;9;1;Autovía
IMD_41593;La Rioja|LO-20|17|18.164;0;0;Autovía
IMD_41594;Lugo|LU-11|0|1.3;0;0;Multicarril
IMD_41595;Lugo|LU-11|1.3|2.1;1;1;Multicarril
IMD_41596;Lugo|LU-11|2.1|3.8;0;0;Multicarril
IMD_41597;Lugo|LU-11|3.8|4.4;0;0;Multicarril
IMD_41598;Lugo|LU-12|0|3.16;0;0;Multicarril
IMD_41599;Madrid|M-11|1.25|2.9;3;1;Autovía
IMD_41600;Madrid|M-11|2.9|6.7;4;1;Autovía
IMD_41601;Madrid|M-11|6.7|10.1;5;1;Autovía
IMD_41602;Madrid|M-110|0|1.2;0;0;Multicarril
IMD_41603;Madrid|M-12|0|2.55;0;0;Autopista de peaje
IMD_41604;Madrid|M-12|2.55|3.55;0;0;Autopista de peaje
IMD_41605;Madrid|M-12|3.55|4.875;0;0;Autopista de peaje
IMD_41606;Madrid|M-12|4.875|6.45;0;0;Autopista de peaje
IMD_41607;Madrid|M-12|6.45|6.909;0;0;Autopista de peaje
IMD_41608;Madrid|M-12|6.909|8.2;1;1;Autopista de peaje
IMD_41609;Madrid|M-12|8.2|10.5;3;1;Autopista libre
IMD_41610;Madrid|M-13|0|1.2;3;1;Autovía
IMD_41611;Madrid|M-13|1.2|2.1;0;0;Autovía
IMD_41612;Madrid|M-14|0|0.8;5;1;Autovía
IMD_41613;Madrid|M-14|0.8|2.3;9;1;Autovía
IMD_41614;Madrid|M-14|2.3|2.97;1;1;Autovía
IMD_41615;Madrid|M-21|0|0.9;0;0;Autovía
IMD_41616;Madrid|M-21|0.9|3.3;3;1;Autovía
IMD_41617;Madrid|M-21|3.3|4.96;0;0;Autovía
IMD_41618;Madrid|M-21|4.96|5.686;0;0;Autovía
IMD_41619;Madrid|M-21|5.686|7.9;12;1;Autovía
IMD_41620;Madrid|M-22|0|1.43;1;1;Convencional
IMD_41621;Madrid|M-23|0.3|2.4;0;0;Autovía
IMD_41622;Madrid|M-31|0|2.3;4;1;Autovía
IMD_41623;Madrid|M-31|2.3|5.25;1;1;Autovía
IMD_41624;Madrid|M-40|0|0.2;0;0;Autovía
IMD_41625;Madrid|M-40|0.2|1.5;1;1;Autovía
IMD_41626;Madrid|M-40|1.5|5.313;9;1;Autovía
IMD_41627;Madrid|M-40|5.313|8.7;11;1;Autovía
IMD_41628;Madrid|M-40|8.7|10.7;13;1;Autovía
IMD_41629;Madrid|M-40|10.7|12.4;16;1;Autovía
IMD_41630;Madrid|M-40|12.4|15.4;17;1;Autovía
IMD_41631;Madrid|M-40|15.4|18.1;21;1;Autovía
IMD_41632;Madrid|M-40|18.1|20.8;16;1;Autovía
IMD_41633;Madrid|M-40|20.8|22.244;25;1;Autovía
IMD_41634;Madrid|M-40|22.244|24.4;12;1;Autovía
IMD_41635;Madrid|M-40|24.4|26.2;10;1;Autovía
IMD_41636;Madrid|M-40|26.2|27.5;14;1;Autovía
IMD_41637;Madrid|M-40|27.5|29.6;10;1;Autovía
IMD_41638;Madrid|M-40|29.6|35;19;1;Autovía
IMD_41639;Madrid|M-40|35|40.1;10;1;Autovía
IMD_41640;Madrid|M-40|40.1|46;4;1;Autovía
IMD_41641;Madrid|M-40|46|50.4;8;1;Autovía
IMD_41642;Madrid|M-40|50.4|57.6;17;1;Autovía
IMD_41643;Madrid|M-40|57.6|61.13;6;1;Autovía
IMD_41644;Madrid|M-50|0|2.5;2;1;Autopista libre
IMD_41645;Madrid|M-50|2.5|4.03;0;0;Autopista libre
IMD_41646;Madrid|M-50|4.03|5.2;0;0;Autopista libre de peaje para movimientos internos
IMD_41647;Madrid|M-50|5.2|9.2;0;0;Autopista libre de peaje para movimientos internos
IMD_41648;Madrid|M-50|9.2|9.6;0;0;Autopista libre
IMD_41649;Madrid|M-50|9.6|11.268;1;1;Autopista libre
IMD_41650;Madrid|M-50|11.268|13.8;1;1;Autopista libre
IMD_41651;Madrid|M-50|13.8|15.8;1;1;Autopista libre
IMD_41652;Madrid|M-50|15.8|18.6;3;1;Autopista libre
IMD_41653;Madrid|M-50|18.6|20.2;3;1;Autopista libre
IMD_41654;Madrid|M-50|20.2|22.8;2;1;Autopista libre
IMD_41655;Madrid|M-50|22.8|25.6;5;1;Autopista libre
IMD_41656;Madrid|M-50|25.6|30.6;9;1;Autopista libre
IMD_41657;Madrid|M-50|30.6|36.8;10;1;Autopista libre
IMD_41658;Madrid|M-50|36.8|40.7;4;1;Autopista libre
IMD_41659;Madrid|M-50|40.7|44.5;9;1;Autopista libre
IMD_41660;Madrid|M-50|44.5|47.8;17;1;Autopista libre
IMD_41661;Madrid|M-50|47.8|50.2;5;1;Autopista libre
IMD_41662;Madrid|M-50|50.2|55.1;15;1;Autopista libre
IMD_41663;Madrid|M-50|55.1|56.8;8;1;Autopista libre
IMD_41664;Madrid|M-50|56.8|58.4;2;1;Autopista libre
IMD_41665;Madrid|M-50|58.4|60.9;6;1;Autopista libre
IMD_41666;Madrid|M-50|60.9|63.3;5;1;Autopista libre
IMD_41667;Madrid|M-50|63.3|64.9;3;1;Autopista libre
IMD_41668;Madrid|M-50|64.9|66.163;2;1;Autopista libre
IMD_41669;Madrid|M-50|66.163|69;5;1;Autopista libre
IMD_41670;Madrid|M-50|69|71.2;1;1;Autopista libre
IMD_41671;Madrid|M-50|71.2|75.1;7;1;Autopista libre
IMD_41672;Madrid|M-50|75.1|77.03;7;1;Autopista libre
IMD_41673;Madrid|M-50|77.03|79.5;6;1;Autopista libre
IMD_41674;Madrid|M-50|79.5|81.7;5;1;Autopista libre
IMD_41675;Madrid|M-50|81.7|85.44;13;1;Autopista libre
IMD_41676;Málaga|MA-20|0|3;8;1;Autovía
IMD_41677;Málaga|MA-20|3|5.1;8;1;Autovía
IMD_41678;Málaga|MA-20|5.1|8;16;1;Autovía
IMD_41679;Málaga|MA-20|8|9.589;12;1;Autovía
IMD_41680;Málaga|MA-20|9.589|13.3;8;1;Autovía
IMD_41681;Málaga|MA-22|0|0.7;2;1;Multicarril
IMD_41682;Málaga|MA-22|0.7|4.4;0;0;Multicarril
IMD_41683;Málaga|MA-23|0|1.949;1;1;Autovía
IMD_41684;Málaga|MA-24|0|0.9;;;Autovía
IMD_41685;Málaga|MA-24|0.9|1.534;;;Autovía
IMD_41686;Málaga|MA-24|6.57|7.5;;;Autovía
IMD_41693;Murcia|MU-30|0|1.6;1;1;Autovía
IMD_41694;Murcia|MU-30|1.6|5.6;4;1;Autovía
IMD_41695;Murcia|MU-30|5.6|7.3;2;1;Autovía
IMD_41696;Murcia|MU-30|7.3|10.24;7;1;Autovía
IMD_41697;Murcia|MU-30|16.3|23.453;2;1;Autovía
IMD_41698;Murcia|MU-31|0|1.1;0;0;Autovía
IMD_41699;Murcia|MU-31|1.1|5.566;3;1;Autovía
IMD_41700;Segovia|N-1|115.56|116.1;0;0;Convencional
IMD_41701;Segovia|N-1|116.1|117.5;1;1;Convencional
IMD_41702;Segovia|N-1|117.5|118.2;0;0;Convencional
IMD_41703;Segovia|N-1|118.2|118.9;0;0;Convencional
IMD_41704;Burgos|N-1|146.6|146.9;0;0;Convencional
IMD_41705;Burgos|N-1|146.9|149.7;0;0;Convencional
IMD_41706;Burgos|N-1|149.7|153;0;0;Convencional
IMD_41707;Burgos|N-1|153|154;0;0;Convencional
IMD_41708;Burgos|N-1|154|154.8;0;0;Convencional
IMD_41709;Burgos|N-1|154.8|155.2;1;1;Convencional
IMD_41710;Burgos|N-1|155.2|157.3;0;0;Convencional
IMD_41711;Burgos|N-1|157.3|158.8;0;0;Convencional
IMD_41712;Burgos|N-1|158.8|159.8;0;0;Convencional
IMD_41713;Burgos|N-1|159.8|160.55;0;0;Convencional
IMD_41714;Burgos|N-1|161.61|163.2;0;0;Convencional
IMD_41715;Burgos|N-1|169.2|170.5;0;0;Convencional
IMD_41716;Burgos|N-1|170.5|171.2;0;0;Convencional
IMD_41717;Burgos|N-1|176.3|176.9;0;0;Convencional
IMD_41718;Burgos|N-1|176.9|178.3;0;0;Convencional
IMD_41719;Burgos|N-1|185.16|186.3;0;0;Convencional
IMD_41720;Burgos|N-1|186.3|186.9;0;0;Convencional
IMD_41721;Burgos|N-1|195.18|196.5;0;0;Convencional
IMD_41722;Burgos|N-1|196.5|197.825;0;0;Convencional
IMD_41723;Burgos|N-1|199.69|200.7;0;0;Convencional
IMD_41724;Burgos|N-1|200.7|201.6;0;0;Convencional
IMD_41725;Burgos|N-1|201.6|202.2;0;0;Convencional
IMD_41726;Burgos|N-1|202.2|202.7;0;0;Convencional
IMD_41727;Burgos|N-1|202.7|202.8;0;0;Convencional
IMD_41728;Burgos|N-1|243.08|243.48;0;0;Multicarril
IMD_41729;Burgos|N-1|244|246.78;0;0;Multicarril
IMD_41730;Burgos|N-1|246.78|248.87;0;0;Convencional
IMD_41731;Burgos|N-1|249.5|253.5;0;0;Convencional
IMD_41732;Burgos|N-1|253.5|254;0;0;Convencional
IMD_41733;Burgos|N-1|254|262.2;0;0;Convencional
IMD_41734;Burgos|N-1|262.2|264.5;0;0;Convencional
IMD_41735;Burgos|N-1|264.5|270.5;0;0;Convencional
IMD_41736;Burgos|N-1|270.5|278.1;1;1;Convencional
IMD_41737;Burgos|N-1|278.1|280.1;0;0;Convencional
IMD_41738;Burgos|N-1|280.1|286.6;0;0;Convencional
IMD_41739;Burgos|N-1|286.6|288.8;0;0;Convencional
IMD_41740;Burgos|N-1|288.8|295;0;0;Convencional
IMD_41741;Burgos|N-1|295|296.9;0;0;Convencional
IMD_41742;Burgos|N-1|296.9|302;2;1;Convencional
IMD_41743;Burgos|N-1|302|306.7;0;0;Convencional
IMD_41744;Burgos|N-1|306.7|308.8;1;1;Convencional
